"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames similarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames postproccesedSimilarity","[3] StringListAttributeAsWholeComparatorJaccard.orders record1Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record2Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record1PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders record2PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders similarity","[3] StringListAttributeAsWholeComparatorJaccard.orders postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.families record1Value","[4] StringListAttributeAsWholeComparatorJaccard.families record2Value","[4] StringListAttributeAsWholeComparatorJaccard.families record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families similarity","[4] StringListAttributeAsWholeComparatorJaccard.families postproccesedSimilarity","[5] StringListAttributeComparatorEqual.states record1Value","[5] StringListAttributeComparatorEqual.states record2Value","[5] StringListAttributeComparatorEqual.states record1PreprocessedValue","[5] StringListAttributeComparatorEqual.states record2PreprocessedValue","[5] StringListAttributeComparatorEqual.states similarity","[5] StringListAttributeComparatorEqual.states postproccesedSimilarity"
"WekaMatchingRule","BIO44043","ES1575","0.0",,"trifolium andinum var. andinum","triodopsis platysayoides","trifolium andinum var. andinum","triodopsis platysayoides","0.0","0.0","trifolium andinum var. andinum","triodopsis platysayoides","trifolium andinum var. andinum","triodopsis platysayoides","0.2666666666666667","0.2666666666666667","[flat spired three toothed snail]","[intermountain clover]","[flat spired three toothed snail]","[intermountain clover]","0.16129032258064513","0.16129032258064513",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO14416","ES1287","0.0",,"dromaeolus puncticollis","drosophila aglaia","dromaeolus puncticollis","drosophila aglaia","0.0","0.0","dromaeolus puncticollis","drosophila aglaia","dromaeolus puncticollis","drosophila aglaia","0.30434782608695654","0.30434782608695654","[hawaiian picture wing fly]","[none]","[hawaiian picture wing fly]","[none]","0.07999999999999996","0.07999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16437","ES836","0.0",,"eriogonum microthecum var. laxiflorum","eriodictyon altissimum","eriogonum microthecum var. laxiflorum","eriodictyon altissimum","0.0","0.0","eriogonum microthecum var. laxiflorum","eriodictyon altissimum","eriogonum microthecum var. laxiflorum","eriodictyon altissimum","0.3513513513513513","0.3513513513513513","[slender buckwheat, slender wild buckwheat, wide flowered buckwheat]","[indian knob mountainbalm]","[slender buckwheat, slender wild buckwheat, wide flowered buckwheat]","[indian knob mountainbalm]","0.13888888888888887","0.13888888888888887",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04075","ES785","0.0",,"aster sibiricus","astragalus ampullarioides","aster sibiricus","astragalus ampullarioides","0.0","0.0","aster sibiricus","astragalus ampullarioides","aster sibiricus","astragalus ampullarioides","0.28","0.28","[shivwits milk vetch]","[siberian aster]","[shivwits milk vetch]","[siberian aster]","0.26315789473684215","0.26315789473684215",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO07354","ES1299","0.0",,"cardamine parviflora var. arenicola","caretta caretta","cardamine parviflora var. arenicola","caretta caretta","0.0","0.0","cardamine parviflora var. arenicola","caretta caretta","cardamine parviflora var. arenicola","caretta caretta","0.2857142857142857","0.2857142857142857","[small flowered bitter cress, sand bittercress]","[loggerhead sea turtle]","[small flowered bitter cress, sand bittercress]","[loggerhead sea turtle]","0.18253968253968256","0.18253968253968256",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33437","ES792","0.0",,"phymatosaurus scolopendria","phyllostegia floribunda","phymatosaurus scolopendria","phyllostegia floribunda","0.0","0.0","phymatosaurus scolopendria","phyllostegia floribunda","phymatosaurus scolopendria","phyllostegia floribunda","0.3846153846153846","0.3846153846153846","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO03094","ES328","0.0",,"arcidens confragosus","arctostaphylos pallida","arcidens confragosus","arctostaphylos pallida","0.0","0.0","arcidens confragosus","arctostaphylos pallida","arcidens confragosus","arctostaphylos pallida","0.2272727272727273","0.2272727272727273","[pallid manzanita]","[rock pocketbook]","[pallid manzanita]","[rock pocketbook]","0.0","0.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO37684","ES1439","0.0",,"rhynchospora alba","rhynchopsitta pachyrhyncha","rhynchospora alba","rhynchopsitta pachyrhyncha","0.0","0.0","rhynchospora alba","rhynchopsitta pachyrhyncha","rhynchospora alba","rhynchopsitta pachyrhyncha","0.46153846153846156","0.46153846153846156","[white beaksedge, white beaked rush, white beak rush, white beakrush]","[thick billed parrot]","[white beaksedge, white beaked rush, white beak rush, white beakrush]","[thick billed parrot]","0.32894736842105265","0.32894736842105265",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO21575","ES475","0.3333333333333333",,"hymenoxys helenioides","hymenoxys herbacea","hymenoxys helenioides","hymenoxys herbacea","0.3333333333333333","0.3333333333333333","hymenoxys helenioides","hymenoxys herbacea","hymenoxys helenioides","hymenoxys herbacea","0.6190476190476191","0.6190476190476191","[intermountain hymenoxys, intermountain rubberweed, sneezeweed hymenoxys, intermountain bitterweed]","[lakeside daisy]","[intermountain hymenoxys, intermountain rubberweed, sneezeweed hymenoxys, intermountain bitterweed]","[lakeside daisy]","0.1559782608695652","0.1559782608695652",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35068","ES667","0.0",,"polyphylla anteronivea","polygonella basiramia","polyphylla anteronivea","polygonella basiramia","0.0","0.0","polyphylla anteronivea","polygonella basiramia","polyphylla anteronivea","polygonella basiramia","0.4545454545454546","0.4545454545454546","[wireweed]","[none]","[wireweed]","[none]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO02689","ES58",,"0","aphaereta pallipes","polyscias bisattenuata","aphaereta pallipes","polyscias bisattenuata","0.0","0.0","aphaereta pallipes","polyscias bisattenuata","aphaereta pallipes","polyscias bisattenuata","0.13636363636363635","0.13636363636363635","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32299","ES1137","0.0",,"perciformes","percina antesella","perciformes","percina antesella","0.0","0.0","perciformes","percina antesella","perciformes","percina antesella","0.4117647058823529","0.4117647058823529","[amber darter]","[perch like fishes]","[amber darter]","[perch like fishes]","0.11764705882352944","0.11764705882352944",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO25449","ES1232","1.0","1","loxops ochraceus","loxops ochraceus","loxops ochraceus","loxops ochraceus","1.0","1.0","loxops ochraceus","loxops ochraceus","loxops ochraceus","loxops ochraceus","1.0","1.0","[maui akepa]","[maui  akepa]","[maui akepa]","[maui  akepa]","0.9090909090909091","0.9090909090909091",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04174","ES269","0.3333333333333333",,"astragalus canadensis var. carolinianus","astragalus holmgreniorum","astragalus canadensis var. carolinianus","astragalus holmgreniorum","0.2","0.2","astragalus canadensis var. carolinianus","astragalus holmgreniorum","astragalus canadensis var. carolinianus","astragalus holmgreniorum","0.3846153846153846","0.3846153846153846","[holmgren milk vetch]","[none]","[holmgren milk vetch]","[none]","0.1578947368421053","0.1578947368421053",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO39314","ES142","0.0",,"schoenoplectus tabernaemontani","schiedea helleri","schoenoplectus tabernaemontani","schiedea helleri","0.0","0.0","schoenoplectus tabernaemontani","schiedea helleri","schoenoplectus tabernaemontani","schiedea helleri","0.30000000000000004","0.30000000000000004","[softstem bulrush,  aka akai, american great bulrush, great bulrush, soft stem bulrush]","[no common name]","[softstem bulrush,  aka akai, american great bulrush, great bulrush, soft stem bulrush]","[no common name]","0.1070473644003056","0.1070473644003056",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32511","ES1131","0.0",,"persicaria perfoliata","percina rex","persicaria perfoliata","percina rex","0.0","0.0","persicaria perfoliata","percina rex","persicaria perfoliata","percina rex","0.33333333333333337","0.33333333333333337","[roanoke logperch]","[mile a minute weed]","[roanoke logperch]","[mile a minute weed]","0.05555555555555558","0.05555555555555558",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO08027","ES1299","0.0",,"carpelimus quadripunctatus","caretta caretta","carpelimus quadripunctatus","caretta caretta","0.0","0.0","carpelimus quadripunctatus","caretta caretta","carpelimus quadripunctatus","caretta caretta","0.34615384615384615","0.34615384615384615","[loggerhead sea turtle]","[rove beetle]","[loggerhead sea turtle]","[rove beetle]","0.33333333333333337","0.33333333333333337",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33442","ES788","0.0",,"physa anatina","phyllanthus saffordii","physa anatina","phyllanthus saffordii","0.0","0.0","physa anatina","phyllanthus saffordii","physa anatina","phyllanthus saffordii","0.2857142857142857","0.2857142857142857","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO01561","ES1284","0.0",,"amaranthus crassipes","amazona vittata","amaranthus crassipes","amazona vittata","0.0","0.0","amaranthus crassipes","amazona vittata","amaranthus crassipes","amazona vittata","0.25","0.25","[puerto rican parrot]","[spreading amaranth]","[puerto rican parrot]","[spreading amaranth]","0.21052631578947367","0.21052631578947367",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04074","ES785","0.0",,"aster shortii","astragalus ampullarioides","aster shortii","astragalus ampullarioides","0.0","0.0","aster shortii","astragalus ampullarioides","aster shortii","astragalus ampullarioides","0.24","0.24","[shivwits milk vetch]","[short s aster]","[shivwits milk vetch]","[short s aster]","0.3157894736842105","0.3157894736842105",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO03650","ES893",,"0","artemisia vulgaris ssp. ludoviciana","nesogenes rotensis","artemisia vulgaris ssp. ludoviciana","nesogenes rotensis","0.0","0.0","artemisia vulgaris ssp. ludoviciana","nesogenes rotensis","artemisia vulgaris ssp. ludoviciana","nesogenes rotensis","0.17142857142857137","0.17142857142857137","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO41729","ES1657","0.0",,"stenotus acaulis var. glabratus","sterna antillarum browni","stenotus acaulis var. glabratus","sterna antillarum browni","0.0","0.0","stenotus acaulis var. glabratus","sterna antillarum browni","stenotus acaulis var. glabratus","sterna antillarum browni","0.32258064516129037","0.32258064516129037","[california least tern]","[stemless mock goldenweed]","[california least tern]","[stemless mock goldenweed]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO11555","ES914","0.0",,"coryphantha sneedii var. sneedii","cordia bellonis","coryphantha sneedii var. sneedii","cordia bellonis","0.0","0.0","coryphantha sneedii var. sneedii","cordia bellonis","coryphantha sneedii var. sneedii","cordia bellonis","0.25","0.25","[no common name]","[sneed pincushion cactus]","[no common name]","[sneed pincushion cactus]","0.30434782608695654","0.30434782608695654",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34886","ES928","0.0",,"polygala grandiflora","polyscias racemosa","polygala grandiflora","polyscias racemosa","0.0","0.0","polygala grandiflora","polyscias racemosa","polygala grandiflora","polyscias racemosa","0.44999999999999996","0.44999999999999996","[no common name]","[showy milkwort]","[no common name]","[showy milkwort]","0.0714285714285714","0.0714285714285714",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO27299","ES1270","0.0",,"micaria altana","microtus pennsylvanicus dukecampbelli","micaria altana","microtus pennsylvanicus dukecampbelli","0.0","0.0","micaria altana","microtus pennsylvanicus dukecampbelli","micaria altana","microtus pennsylvanicus dukecampbelli","0.21621621621621623","0.21621621621621623","[florida salt marsh vole]","[none]","[florida salt marsh vole]","[none]","0.08695652173913049","0.08695652173913049",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33565","ES792","0.0",,"physconia isidiigera","phyllostegia floribunda","physconia isidiigera","phyllostegia floribunda","0.0","0.0","physconia isidiigera","phyllostegia floribunda","physconia isidiigera","phyllostegia floribunda","0.3913043478260869","0.3913043478260869","[no common name]","[frosted lichen]","[no common name]","[frosted lichen]","0.0714285714285714","0.0714285714285714",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06582","ES348","0.0",,"callicorixa audeni","callirhoe scabriuscula","callicorixa audeni","callirhoe scabriuscula","0.0","0.0","callicorixa audeni","callirhoe scabriuscula","callicorixa audeni","callirhoe scabriuscula","0.36363636363636365","0.36363636363636365","[texas poppy mallow]","[none]","[texas poppy mallow]","[none]","0.05555555555555558","0.05555555555555558",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO07261","ES55",,"0","capra hircus","pritchardia remota","capra hircus","pritchardia remota","0.0","0.0","capra hircus","pritchardia remota","capra hircus","pritchardia remota","0.2222222222222222","0.2222222222222222","[goat, goat (feral), feral goat, domestic goat]","[loulu]","[goat, goat (feral), feral goat, domestic goat]","[loulu]","0.13589743589743586","0.13589743589743586",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO03971","ES737","0.0",,"aster alpigenus","astelia waialealae","aster alpigenus","astelia waialealae","0.0","0.0","aster alpigenus","astelia waialealae","aster alpigenus","astelia waialealae","0.38888888888888884","0.38888888888888884","[pa iniu]","[none]","[pa iniu]","[none]","0.1428571428571429","0.1428571428571429",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO08246","ES171","0.9285714285714286",,"castilleja suksdorfii","castilleja levisecta","castilleja suksdorfii","castilleja levisecta","0.3333333333333333","0.3333333333333333","castilleja suksdorfii","castilleja levisecta","castilleja suksdorfii","castilleja levisecta","0.5238095238095238","0.5238095238095238","[suksdorf s paintbrush, suksdorf paintbrush]","[golden paintbrush]","[suksdorf s paintbrush, suksdorf paintbrush]","[golden paintbrush]","0.6015037593984962","0.6015037593984962",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO07746","ES485","0.9285714285714286",,"carex lupulina","carex specuicola","carex lupulina","carex specuicola","0.3333333333333333","0.3333333333333333","carex lupulina","carex specuicola","carex lupulina","carex specuicola","0.5","0.5","[a sedge, larger hop sedge, hop sedge]","[navajo sedge]","[a sedge, larger hop sedge, hop sedge]","[navajo sedge]","0.5277777777777778","0.5277777777777778",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31153","ES913","0.3333333333333333",,"panicum pellitum","panicum niihauense","panicum pellitum","panicum niihauense","0.3333333333333333","0.3333333333333333","panicum pellitum","panicum niihauense","panicum pellitum","panicum niihauense","0.4444444444444444","0.4444444444444444","[maui panicgrass, kai oi o, kaioio]","[lau  ehu]","[maui panicgrass, kai oi o, kaioio]","[lau  ehu]","0.19166666666666665","0.19166666666666665",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06840","ES389","0.0",,"calycadenia mollis","calamagrostis expansa","calycadenia mollis","calamagrostis expansa","0.0","0.0","calycadenia mollis","calamagrostis expansa","calycadenia mollis","calamagrostis expansa","0.33333333333333337","0.33333333333333337","[maui reedgrass]","[soft western rosinweed]","[maui reedgrass]","[soft western rosinweed]","0.2272727272727273","0.2272727272727273",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04135","ES706","0.9285714285714286",,"astragalus americanus","astragalus applegatei","astragalus americanus","astragalus applegatei","0.3333333333333333","0.3333333333333333","astragalus americanus","astragalus applegatei","astragalus americanus","astragalus applegatei","0.6190476190476191","0.6190476190476191","[american milkvetch, arctic milkvetch, american milk vetch]","[applegate s milk vetch]","[american milkvetch, arctic milkvetch, american milk vetch]","[applegate s milk vetch]","0.5606060606060606","0.5606060606060606",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO23422","ES1135","1.0","1","lasiurus cinereus semotus","lasiurus cinereus semotus","lasiurus cinereus semotus","lasiurus cinereus semotus","1.0","1.0","lasiurus cinereus semotus","lasiurus cinereus semotus","lasiurus cinereus semotus","lasiurus cinereus semotus","1.0","1.0","[hawaiian hoary bat]","[hawaiian hoary bat]","[hawaiian hoary bat]","[hawaiian hoary bat]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO19413","ES1159","1.0","1","grus americana","grus americana","grus americana","grus americana","1.0","1.0","grus americana","grus americana","grus americana","grus americana","1.0","1.0","[whooping crane]","[whooping crane]","[whooping crane]","[whooping crane]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32133","ES641","0.3333333333333333",,"penstemon hesperius","penstemon haydenii","penstemon hesperius","penstemon haydenii","0.3333333333333333","0.3333333333333333","penstemon hesperius","penstemon haydenii","penstemon hesperius","penstemon haydenii","0.6842105263157895","0.6842105263157895","[blowout penstemon]","[none]","[blowout penstemon]","[none]","0.17647058823529416","0.17647058823529416",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32514","ES1137","0.0",,"persicaria virginiana","percina antesella","persicaria virginiana","percina antesella","0.0","0.0","persicaria virginiana","percina antesella","persicaria virginiana","percina antesella","0.33333333333333337","0.33333333333333337","[amber darter]","[jumpseed]","[amber darter]","[jumpseed]","0.08333333333333337","0.08333333333333337",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04009","ES706","0.0",,"aster foliaceus var. lyallii","astragalus applegatei","aster foliaceus var. lyallii","astragalus applegatei","0.0","0.0","aster foliaceus var. lyallii","astragalus applegatei","aster foliaceus var. lyallii","astragalus applegatei","0.3928571428571429","0.3928571428571429","[applegate s milk vetch]","[none]","[applegate s milk vetch]","[none]","0.045454545454545414","0.045454545454545414",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31875","ES464",,"0","pegohylemia seneciella","macbridea alba","pegohylemia seneciella","macbridea alba","0.0","0.0","pegohylemia seneciella","macbridea alba","pegohylemia seneciella","macbridea alba","0.2272727272727273","0.2272727272727273","[white birds in a nest]","[none]","[white birds in a nest]","[none]","0.1428571428571429","0.1428571428571429",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO20128","ES562","0.0",,"helichrysum bracteatum","helianthus schweinitzii","helichrysum bracteatum","helianthus schweinitzii","0.0","0.0","helichrysum bracteatum","helianthus schweinitzii","helichrysum bracteatum","helianthus schweinitzii","0.26086956521739135","0.26086956521739135","[schweinitz s sunflower]","[strawflower]","[schweinitz s sunflower]","[strawflower]","0.36363636363636365","0.36363636363636365",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO17245","ES95","0.3333333333333333",,"euphorbia parishii","euphorbia haeleeleana","euphorbia parishii","euphorbia haeleeleana","0.3333333333333333","0.3333333333333333","euphorbia parishii","euphorbia haeleeleana","euphorbia parishii","euphorbia haeleeleana","0.5238095238095238","0.5238095238095238","[ akoko]","[parish s sandmat]","[ akoko]","[parish s sandmat]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO36129","ES1059","0.0",,"pseudosuccinea columella","pseudocopaeodes eunus obscurus","pseudosuccinea columella","pseudocopaeodes eunus obscurus","0.0","0.0","pseudosuccinea columella","pseudocopaeodes eunus obscurus","pseudosuccinea columella","pseudocopaeodes eunus obscurus","0.30000000000000004","0.30000000000000004","[carson wandering skipper]","[mimic lymnaea]","[carson wandering skipper]","[mimic lymnaea]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO09994","ES265","0.0",,"circium arvense","cirsium loncholepis","circium arvense","cirsium loncholepis","0.0","0.0","circium arvense","cirsium loncholepis","circium arvense","cirsium loncholepis","0.42105263157894735","0.42105263157894735","[la graciosa thistle]","[none]","[la graciosa thistle]","[none]","0.10526315789473684","0.10526315789473684",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO18311","ES894","0.0",,"galerina carbonicola","galactia smallii","galerina carbonicola","galactia smallii","0.0","0.0","galerina carbonicola","galactia smallii","galerina carbonicola","galactia smallii","0.30000000000000004","0.30000000000000004","[small s milkpea]","[none]","[small s milkpea]","[none]","0.06666666666666665","0.06666666666666665",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31838","ES175","0.0",,"pedicularis pulchella","pediocactus bradyi","pedicularis pulchella","pediocactus bradyi","0.0","0.0","pedicularis pulchella","pediocactus bradyi","pedicularis pulchella","pediocactus bradyi","0.2857142857142857","0.2857142857142857","[brady pincushion cactus]","[mountain lousewort]","[brady pincushion cactus]","[mountain lousewort]","0.17391304347826086","0.17391304347826086",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31376","ES646","0.0",,"parandra puncticeps","paronychia chartacea","parandra puncticeps","paronychia chartacea","0.0","0.0","parandra puncticeps","paronychia chartacea","parandra puncticeps","paronychia chartacea","0.4","0.4","[papery whitlow wort]","[none]","[papery whitlow wort]","[none]","0.052631578947368474","0.052631578947368474",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO13726","ES650","0.0",,"dicranum blytii","dicerandra cornutissima","dicranum blytii","dicerandra cornutissima","0.0","0.0","dicranum blytii","dicerandra cornutissima","dicranum blytii","dicerandra cornutissima","0.4347826086956522","0.4347826086956522","[longspurred mint]","[none]","[longspurred mint]","[none]","0.1875","0.1875",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16097","ES842","0.0",,"erigeron caespitosus","eriophyllum latilobum","erigeron caespitosus","eriophyllum latilobum","0.0","0.0","erigeron caespitosus","eriophyllum latilobum","erigeron caespitosus","eriophyllum latilobum","0.2857142857142857","0.2857142857142857","[fleabane, tufted fleabane]","[san mateo woolly sunflower]","[fleabane, tufted fleabane]","[san mateo woolly sunflower]","0.17307692307692307","0.17307692307692307",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06627","ES503","0.0",,"callistosporium xanthophyllum","callicarpa ampla","callistosporium xanthophyllum","callicarpa ampla","0.0","0.0","callistosporium xanthophyllum","callicarpa ampla","callistosporium xanthophyllum","callicarpa ampla","0.3448275862068966","0.3448275862068966","[capa rosa]","[none]","[capa rosa]","[none]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32525","ES1147","0.0",,"pertusaria excludens","peromyscus polionotus phasma","pertusaria excludens","peromyscus polionotus phasma","0.0","0.0","pertusaria excludens","peromyscus polionotus phasma","pertusaria excludens","peromyscus polionotus phasma","0.25","0.25","[anastasia island beach mouse]","[none]","[anastasia island beach mouse]","[none]","0.1071428571428571","0.1071428571428571",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO18342","ES1387","0.0",,"galium asperrimum","gallinula chloropus guami","galium asperrimum","gallinula chloropus guami","0.0","0.0","galium asperrimum","gallinula chloropus guami","galium asperrimum","gallinula chloropus guami","0.36","0.36","[mariana common moorhen]","[none]","[mariana common moorhen]","[none]","0.18181818181818177","0.18181818181818177",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO26849","ES553","0.0",,"meleagris gallopavo intermedia","melicope reflexa","meleagris gallopavo intermedia","melicope reflexa","0.0","0.0","meleagris gallopavo intermedia","melicope reflexa","meleagris gallopavo intermedia","melicope reflexa","0.33333333333333337","0.33333333333333337","[alani]","[wild turkey]","[alani]","[wild turkey]","0.09090909090909094","0.09090909090909094",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31609","ES662",,"0","parrhasius malbum","centaurium namophilum","parrhasius malbum","centaurium namophilum","0.0","0.0","parrhasius malbum","centaurium namophilum","parrhasius malbum","centaurium namophilum","0.2857142857142857","0.2857142857142857","[spring loving centaury]","[white m hairstreak]","[spring loving centaury]","[white m hairstreak]","0.18181818181818177","0.18181818181818177",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO26604","ES1298","0.0",,"medicago sativa","medionidus penicillatus","medicago sativa","medionidus penicillatus","0.0","0.0","medicago sativa","medionidus penicillatus","medicago sativa","medionidus penicillatus","0.30434782608695654","0.30434782608695654","[wild alfalfa, black medic, alfalfa, lucerne, common alfalfa]","[gulf moccasinshell]","[wild alfalfa, black medic, alfalfa, lucerne, common alfalfa]","[gulf moccasinshell]","0.16666666666666666","0.16666666666666666",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16309","ES836","0.0",,"eriogonum baileyi var. baileyi","eriodictyon altissimum","eriogonum baileyi var. baileyi","eriodictyon altissimum","0.0","0.0","eriogonum baileyi var. baileyi","eriodictyon altissimum","eriogonum baileyi var. baileyi","eriodictyon altissimum","0.2666666666666667","0.2666666666666667","[indian knob mountainbalm]","[bailey s buckwheat]","[indian knob mountainbalm]","[bailey s buckwheat]","0.16666666666666663","0.16666666666666663",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO36329","ES1614","0.0",,"pterocladiella capillacea","pteropus mariannus mariannus","pterocladiella capillacea","pteropus mariannus mariannus","0.0","0.0","pterocladiella capillacea","pteropus mariannus mariannus","pterocladiella capillacea","pteropus mariannus mariannus","0.3214285714285714","0.3214285714285714","[mariana fruit bat ( mariana flying fox)]","[none]","[mariana fruit bat ( mariana flying fox)]","[none]","0.05128205128205132","0.05128205128205132",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32746","ES509","0.9285714285714286",,"phacelia nemoralis","phacelia submutica","phacelia nemoralis","phacelia submutica","0.3333333333333333","0.3333333333333333","phacelia nemoralis","phacelia submutica","phacelia nemoralis","phacelia submutica","0.5","0.5","[shade phacelia, waterleaf, phacelia]","[debeque phacelia]","[shade phacelia, waterleaf, phacelia]","[debeque phacelia]","0.4375","0.4375",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO08963","ES520","0.0",,"chaetocnema irregularis","chamaesyce deltoidea ssp. deltoidea","chaetocnema irregularis","chamaesyce deltoidea ssp. deltoidea","0.0","0.0","chaetocnema irregularis","chamaesyce deltoidea ssp. deltoidea","chaetocnema irregularis","chamaesyce deltoidea ssp. deltoidea","0.2857142857142857","0.2857142857142857","[deltoid spurge]","[none]","[deltoid spurge]","[none]","0.1428571428571429","0.1428571428571429",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO26804","ES899","0.0",,"melanoplus alpinus","melicope quadrangularis","melanoplus alpinus","melicope quadrangularis","0.0","0.0","melanoplus alpinus","melicope quadrangularis","melanoplus alpinus","melicope quadrangularis","0.3913043478260869","0.3913043478260869","[alani]","[none]","[alani]","[none]","0.19999999999999996","0.19999999999999996",,,,,,,,,,,,,,,,,,
