id,scientific_name,common_name,where_listed,region_name,region,esa_listing_status,category
ES1034,Epicrates inornatus,Puerto Rican boa,Wherever found,Southeast,4,Endangered,Reptile
ES1529,Epicrates monensis monensis,Mona boa,Wherever found,Southeast,4,Threatened,Reptile
ES1256,Epioblasma brevidens,Cumberlandian combshell,Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1280,Epioblasma capsaeformis,Oyster mussel,Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1346,Epioblasma florentina curtisii,Curtis pearlymussel,Wherever found,Midwest,3,Endangered,Invertebrate
ES1609,Epioblasma florentina florentina,Yellow blossom (pearlymussel),Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1269,Epioblasma florentina walkeri (=E. walkeri),Tan riffleshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES952,Epioblasma metastriata,Upland combshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1652,Epioblasma obliquata obliquata,Purple Cat's paw (=Purple Cat's paw pearlymussel),Wherever found; Except where listed as Experimental Populations,Midwest,3,Endangered,Invertebrate
ES988,Epioblasma obliquata perobliqua,White catspaw (pearlymussel),Wherever found,Midwest,3,Endangered,Invertebrate
ES1187,Epioblasma othcaloogensis,Southern acornshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1458,Epioblasma penita,Southern combshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES990,Epioblasma torulosa gubernaculum,Green blossom (pearlymussel),Wherever found,Southeast,4,Endangered,Invertebrate
ES1499,Epioblasma torulosa rangiana,Northern riffleshell,Wherever found,Northeast,5,Endangered,Invertebrate
ES1227,Epioblasma torulosa torulosa,Tubercled blossom (pearlymussel),Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1259,Epioblasma triquetra,Snuffbox mussel,Wherever found,Midwest,3,Endangered,Invertebrate
ES1107,Epioblasma turgidula,Turgid blossom (pearlymussel),Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES463,Eragrostis fosbergii,Fosberg's love grass,Wherever found,Pacific,1,Endangered,Vascular Plant
ES628,Eremalche kernensis,Kern mallow,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1149,Eremichthys acros,Desert dace,Wherever found,Pacific Southwest,8,Threatened,Fish
ES1310,Eremophila alpestris strigata,Streaked Horned lark,Wherever found,Pacific,1,Threatened,Bird
ES1265,Eretmochelys imbricata,Hawksbill sea turtle,Wherever found,Southeast,4,Endangered,Reptile
ES451,Eriastrum densifolium ssp. sanctorum,Santa Ana River woolly-star,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES259,Erigeron decumbens,Willamette daisy,Wherever found,Pacific,1,Endangered,Vascular Plant
ES340,Erigeron parishii,Parish's daisy,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES135,Erigeron rhizomatus,Zuni fleabane,Wherever found,Southwest,2,Threatened,Vascular Plant
ES983,Erimonax monachus,Spotfin Chub,"Wherever found, except where listed as an experimental population",Southeast,4,Threatened,Fish
ES1211,Erimystax cahni,Slender chub,Wherever found,Southeast,4,Threatened,Fish
ES1072,Erinna newcombi,Newcomb's snail,Wherever found,Pacific,1,Threatened,Slug/Snail
ES836,Eriodictyon altissimum,Indian Knob mountainbalm,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES313,Eriodictyon capitatum,Lompoc yerba santa,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES528,Eriogonum apricum (incl. var. prostratum),Ione (incl. Irish Hill) buckwheat,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES775,Eriogonum codium,Umtanum desert buckwheat,Wherever found,Pacific,1,Threatened,Vascular Plant
ES563,Eriogonum gypsophilum,Gypsum wild-buckwheat,Wherever found,Southwest,2,Threatened,Vascular Plant
ES256,Eriogonum kennedyi var. austromontanum,Southern mountain wild-buckwheat,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES598,Eriogonum longifolium var. gnaphalifolium,Scrub buckwheat,Wherever found,Southeast,4,Threatened,Vascular Plant
ES626,Eriogonum ovalifolium var. vineum,Cushenbury buckwheat,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES784,Eriogonum ovalifolium var. williamsiae,Steamboat buckwheat,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES395,Eriogonum pelinophilum,Clay-Loving wild buckwheat,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES842,Eriophyllum latilobum,San Mateo woolly sunflower,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES554,Eryngium aristulatum var. parishii,San Diego button-celery,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES749,Eryngium constancei,Loch Lomond coyote thistle,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES36,Eryngium cuneifolium,Snakeroot,Wherever found,Southeast,4,Endangered,Vascular Plant
ES774,Erysimum capitatum var. angustatum,Contra Costa wallflower,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES931,Erysimum menziesii,Menzies' wallflower,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES14,Erysimum teretifolium,Ben Lomond wallflower,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES210,Erythronium propullans,Minnesota dwarf trout lily,Wherever found,Midwest,3,Endangered,Vascular Plant
ES1200,Etheostoma akatulo,bluemask darter,Wherever found,Southeast,4,Endangered,Fish
ES1525,Etheostoma boschungi,Slackwater darter,Wherever found,Southeast,4,Threatened,Fish
ES1304,Etheostoma chermocki,Vermilion darter,Wherever found,Southeast,4,Endangered,Fish
ES1376,Etheostoma chienense,Relict darter,Wherever found,Southeast,4,Endangered,Fish
ES1283,Etheostoma etowahae,Etowah darter,Wherever found,Southeast,4,Endangered,Fish
ES1057,Etheostoma fonticola,Fountain darter,Wherever found,Southwest,2,Endangered,Fish
ES1192,Etheostoma moorei,Yellowcheek Darter,Wherever found,Southeast,4,Endangered,Fish
ES1229,Etheostoma nianguae,Niangua darter,Wherever found,Midwest,3,Threatened,Fish
ES1430,Etheostoma nuchale,Watercress darter,Wherever found,Southeast,4,Endangered,Fish
ES1045,Etheostoma okaloosae,Okaloosa darter,Wherever found,Southeast,4,Threatened,Fish
ES1507,Etheostoma osburni,Candy darter,Wherever found,Northeast,5,Endangered,Fish
ES1379,Etheostoma percnurum,Duskytail darter,Wherever found,Southeast,4,Endangered,Fish
ES1193,Etheostoma phytophilum,Rush Darter,Wherever found,Southeast,4,Endangered,Fish
ES1449,Etheostoma rubrum,Bayou darter,Wherever found,Southeast,4,Threatened,Fish
ES1053,Etheostoma scotti,Cherokee darter,Wherever found,Southeast,4,Threatened,Fish
ES1079,Etheostoma sellare,Maryland darter,Wherever found,Northeast,5,Endangered,Fish
ES1009,Etheostoma spilotum,Kentucky arrow darter,Wherever found,Southeast,4,Threatened,Fish
ES1444,Etheostoma susanae,Cumberland darter,Wherever found,Southeast,4,Endangered,Fish
ES1582,Etheostoma trisella,Trispot darter,Wherever found,Southeast,4,Threatened,Fish
ES1038,Etheostoma wapiti,Boulder darter,Wherever found,Southeast,4,Endangered,Fish
ES1409,Eua zebrina,Snail [no common name],Wherever found,Pacific,1,Endangered,Slug/Snail
ES1116,Euchloe ausonides insulanus,Island marble Butterfly,Wherever found,Pacific,1,Endangered,Insect
ES950,Eucyclogobius newberryi,Tidewater goby,Wherever found,Pacific Southwest,8,Endangered,Fish
ES52,Eugenia bryanii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES255,Eugenia haematocarpa,Uvillo,Wherever found,Southeast,4,Endangered,Vascular Plant
ES544,Eugenia koolauensis,Nioi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES595,Eugenia woodburyana,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1405,Eumeces egregius lividus,Bluetail mole skink,Wherever found,Southeast,4,Threatened,Reptile
ES1641,Eumops floridanus,Florida bonneted bat,Wherever found,Southeast,4,Endangered,Mammal
ES963,Euphilotes battoides allyni,El Segundo blue butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1480,Euphilotes enoptes smithi,Smith's blue butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES702,Euphorbia celastroides var. kaenana,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES284,Euphorbia deppeana,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES586,Euphorbia eleanoriae,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES95,Euphorbia haeleeleana,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES320,Euphorbia halemanui,''Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES25,Euphorbia herbstii,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES157,Euphorbia kuwaleana,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES92,Euphorbia remyi var. kauaiensis,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES362,Euphorbia remyi var. remyi,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES401,Euphorbia rockii,`Akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES410,Euphorbia skottsbergii var. skottsbergii,Ewa Plains `akoko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES371,Euphorbia telephioides,Telephus spurge,Wherever found,Southeast,4,Threatened,Vascular Plant
ES1487,Euphydryas editha bayensis,Bay checkerspot butterfly,Wherever found,Pacific Southwest,8,Threatened,Insect
ES1574,Euphydryas editha quino (=E. e. wrighti),Quino checkerspot butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1123,Euphydryas editha taylori,Taylor's (=whulge) Checkerspot,Wherever found,Pacific,1,Endangered,Insect
ES1337,Euproserpinus euterpe,Kern primrose sphinx moth,Wherever found,Pacific Southwest,8,Threatened,Insect
ES1108,Eurycea [=Typhlomolge] rathbuni,Texas blind salamander,Wherever found,Southwest,2,Endangered,Amphibian
ES1016,Eurycea chisholmensis,Salado Salamander,Wherever found,Southwest,2,Threatened,Amphibian
ES1333,Eurycea nana,San Marcos salamander,Wherever found,Southwest,2,Threatened,Amphibian
ES1472,Eurycea naufragia,Georgetown Salamander,Wherever found,Southwest,2,Threatened,Amphibian
ES1527,Eurycea sosorum,Barton Springs salamander,Wherever found,Southwest,2,Endangered,Amphibian
ES1604,Eurycea tonkawae,Jollyville Plateau Salamander,Wherever found,Southwest,2,Threatened,Amphibian
ES1592,Eurycea waterlooensis,Austin blind Salamander,Wherever found,Southwest,2,Endangered,Amphibian
ES283,Eutrema penlandii,Penland alpine fen mustard,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES114,Exocarpos luteolus,Heau,Wherever found,Pacific,1,Endangered,Vascular Plant
ES275,Exocarpos menziesii,Heau,,Pacific,1,Endangered,Vascular Plant
ES947,Falco femoralis septentrionalis,Northern Aplomado Falcon,"Wherever found, except where listed as an experimental population",Southwest,2,Endangered,Bird
ES460,Festuca hawaiiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES534,Festuca ligulata,Guadalupe fescue,Wherever found,Southwest,2,Endangered,Vascular Plant
ES936,Festuca molokaiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES91,Flueggea neowawraea,Mehamehame,Wherever found,Pacific,1,Endangered,Vascular Plant
ES229,Fremontodendron californicum ssp. decumbens,Pine Hill flannelbush,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES523,Fremontodendron mexicanum,Mexican flannelbush,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES285,Fritillaria gentneri,Gentner's Fritillary,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1039,Fulica americana alai,Hawaiian coot,Wherever found,Pacific,1,Endangered,Bird
ES1591,Fundulus julisia,Barrens topminnow,Wherever found,Southeast,4,Endangered,Fish
ES1282,Fusconaia burkei,Tapered pigtoe,Wherever found,Southeast,4,Threatened,Invertebrate
ES1452,Fusconaia cor,Shiny pigtoe,Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES942,Fusconaia cuneolus,Finerayed pigtoe,Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1248,Fusconaia escambia,Narrow pigtoe,Wherever found,Southeast,4,Threatened,Invertebrate
ES1397,Fusconaia rotulata,Round Ebonyshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES894,Galactia smallii,Small's milkpea,Wherever found,Southeast,4,Endangered,Vascular Plant
ES121,Galium buxifolium,Island bedstraw,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES118,Galium californicum ssp. sierrae,El Dorado bedstraw,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1027,Gallicolumba stairi,Friendly Ground-Dove,American Samoa DPS,Pacific,1,Endangered,Bird
ES1387,Gallinula chloropus guami,Mariana common moorhen,Wherever found,Pacific,1,Endangered,Bird
ES1234,Gallinula galeata sandvicensis,Hawaiian common gallinule,Wherever found,Pacific,1,Endangered,Bird
ES1567,Gambelia silus,Blunt-nosed leopard lizard,Wherever found,Pacific Southwest,8,Endangered,Reptile
ES1093,Gambusia gaigei,Big Bend gambusia,Wherever found,Southwest,2,Endangered,Fish
ES1402,Gambusia georgei,San Marcos gambusia,Wherever found,Southwest,2,Endangered,Fish
ES1493,Gambusia heterochir,Clear Creek gambusia,Wherever found,Southwest,2,Endangered,Fish
ES1175,Gambusia nobilis,Pecos gambusia,Wherever found,Southwest,2,Endangered,Fish
ES1485,Gammarus acherondytes,Illinois cave amphipod,Wherever found,Midwest,3,Endangered,Crab/Lobster/Shrimp
ES1466,Gammarus desperatus,Noel's Amphipod,Wherever found,Southwest,2,Endangered,Crab/Lobster/Shrimp
ES1205,Gammarus hyalleloides,Diminutive Amphipod,Wherever found,Southwest,2,Endangered,Crab/Lobster/Shrimp
ES1018,Gammarus pecos,Pecos amphipod,Wherever found,Southwest,2,Endangered,Crab/Lobster/Shrimp
ES676,Gardenia brighamii,Hawaiian gardenia (=Na`u),Wherever found,Pacific,1,Endangered,Vascular Plant
ES608,Gardenia mannii,Nanu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES723,Gardenia remyi,Nanu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1625,Gasterosteus aculeatus williamsoni,Unarmored threespine stickleback,Wherever found,Pacific Southwest,8,Endangered,Fish
ES588,Geocarpon minimum,No common name,Wherever found,Southeast,4,Threatened,Vascular Plant
ES796,Geranium arboreum,Nohoanu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES73,Geranium hanaense,Nohoanu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES538,Geranium hillebrandii,Nohoanu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES859,Geranium kauaiense,Nohoanu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES372,Geranium multiflorum,Nohoanu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES49,Gesneria pauciflora,No common name,Wherever found,Southeast,4,Threatened,Vascular Plant
ES918,Geum radiatum,Spreading avens,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1319,Gila bicolor ssp.,Hutton tui chub,Wherever found,Pacific,1,Threatened,Fish
ES1429,Gila bicolor ssp. mohavensis,Mohave tui chub,Wherever found,Pacific Southwest,8,Endangered,Fish
ES1357,Gila bicolor ssp. snyderi,Owens Tui Chub,Wherever found,Pacific Southwest,8,Endangered,Fish
ES955,Gila cypha,Humpback chub,Wherever found,Mountain-Prairie,6,Endangered,Fish
ES1201,Gila ditaenia,Sonora chub,Wherever found,Southwest,2,Threatened,Fish
ES1262,Gila elegans,Bonytail,Wherever found,Mountain-Prairie,6,Endangered,Fish
ES1474,Gila intermedia,Gila chub,Wherever found,Southwest,2,Endangered,Fish
ES954,Gila nigrescens,Chihuahua chub,Wherever found,Southwest,2,Threatened,Fish
ES1105,Gila purpurea,Yaqui chub,Wherever found,Southwest,2,Endangered,Fish
ES1054,Gila robusta jordani,Pahranagat roundtail chub,Wherever found,Pacific Southwest,8,Endangered,Fish
ES1355,Gila seminuda (=robusta),Virgin River Chub,Wherever found,Mountain-Prairie,6,Endangered,Fish
ES622,Gilia tenuiflora ssp. arenaria,Monterey gilia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES550,Gilia tenuiflora ssp. hoffmannii,Hoffmann's slender-flowered gilia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1620,Glaucomys sabrinus coloratus,Carolina northern flying squirrel,Wherever found,Southeast,4,Endangered,Mammal
ES1550,Glaucopsyche lygdamus palosverdesensis,Palos Verdes blue butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES833,Goetzea elegans,Beautiful goetzea,Wherever found,Southeast,4,Endangered,Vascular Plant
ES721,Gonocalyx concolor,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES998,Gopherus agassizii,Desert tortoise,"Wherever found, except AZ south and east of Colorado R., and Mexico",Pacific Southwest,8,Threatened,Reptile
ES1327,Gopherus polyphemus,Gopher tortoise,West of Mobile and Tombigbee Rivers,Southeast,4,Threatened,Reptile
ES227,Gouania hillebrandii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES373,Gouania meyenii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES900,Gouania vitifolia,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1063,Graptemys flavimaculata,Yellow-blotched map turtle,Wherever found,Southeast,4,Threatened,Reptile
ES1482,Graptemys oculifera,Ringed map turtle,Wherever found,Southeast,4,Threatened,Reptile
ES764,Graptopetalum bartramii,Bartram stonecrop,Wherever found,Southwest,2,Threatened,Vascular Plant
ES318,Grindelia fraxinipratensis,Ash Meadows gumplant,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES1159,Grus americana,Whooping crane,"Wherever found, except where listed as an experimental population",Southwest,2,Endangered,Bird
ES1042,Grus canadensis pulla,Mississippi sandhill crane,Wherever found,Southeast,4,Endangered,Bird
ES277,Gymnoderma lineare,Rock gnome lichen,Wherever found,Southeast,4,Endangered,Fungi
ES1364,Gymnogyps californianus,California condor,"U.S.A. only, except where listed as an experimental population",Pacific Southwest,8,Endangered,Bird
ES1261,Gymnomyza samoensis,Mao (= maomao) (honeyeater),Wherever found,Pacific,1,Endangered,Bird
ES726,Hackelia venusta,Showy stickseed,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1419,Halcyon cinnamomina cinnamomina,Guam Micronesian kingfisher,Wherever found,Pacific,1,Endangered,Bird
ES1563,Hamiota australis,Southern Sandshell,Wherever found,Southeast,4,Threatened,Invertebrate
ES878,Haplostachys haplostachya,Honohono,Wherever found,Pacific,1,Endangered,Vascular Plant
ES501,Harperocallis flava,Harper's beauty,Wherever found,Southeast,4,Endangered,Vascular Plant
ES603,Harrisia (=Cereus) aboriginum (=gracilis),Aboriginal Prickly-apple,Wherever found,Southeast,4,Endangered,Vascular Plant
ES873,Harrisia portoricensis,Higo Chumbo,Wherever found,Southeast,4,Threatened,Vascular Plant
ES411,Hedeoma todsenii,Todsen's pennyroyal,Wherever found,Southwest,2,Endangered,Vascular Plant
ES637,Hedyotis megalantha,Paudedo,Wherever found,Pacific,1,Endangered,Vascular Plant
ES537,Hedyotis purpurea var. montana,Roan Mountain bluet,Wherever found,Southeast,4,Endangered,Vascular Plant
ES402,Helenium virginicum,Virginia sneezeweed,Wherever found,Northeast,5,Threatened,Vascular Plant
ES138,Helianthemum greenei,Island rush-rose,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES555,Helianthus paradoxus,"Pecos (=puzzle, =paradox) sunflower",Wherever found,Southwest,2,Threatened,Vascular Plant
ES562,Helianthus schweinitzii,Schweinitz's sunflower,Wherever found,Southeast,4,Endangered,Vascular Plant
ES48,Helianthus verticillatus,Whorled Sunflower,,Southeast,4,Endangered,Vascular Plant
ES1329,Helminthoglypta walkeriana,Morro shoulderband (=Banded dune) snail,Wherever found,Pacific Southwest,8,Endangered,Slug/Snail
ES887,Helonias bullata,Swamp pink,Wherever found,Northeast,5,Threatened,Vascular Plant
ES1654,Hemignathus affinis,Maui nukupuu,Wherever found,Pacific,1,Endangered,Bird
ES1154,Hemignathus hanapepe,Kauai nukupuu,Wherever found,Pacific,1,Endangered,Bird
ES1002,Hemignathus wilsoni,akiapolaau,Wherever found,Pacific,1,Endangered,Bird
ES1312,Hemistena lata,Cracking pearlymussel,Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1155,Heraclides aristodemus ponceanus,Schaus swallowtail butterfly,Wherever found,Southeast,4,Endangered,Insect
ES917,Heritiera longipetiolata,Ufa-halomtano,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1206,Herpailurus (=Felis) yagouaroundi cacomitli,Gulf Coast jaguarundi,Wherever found,Southwest,2,Endangered,Mammal
ES1143,Herpailurus (=Felis) yagouaroundi tolteca,Sinaloan Jaguarundi,Wherever found,Southwest,2,Endangered,Mammal
ES1024,Hesperia dacotae,Dakota Skipper,Wherever found,Midwest,3,Threatened,Insect
ES1127,Hesperia leonardus montana,Pawnee montane skipper,Wherever found,Mountain-Prairie,6,Threatened,Insect
ES522,Hesperolinon congestum,Marin dwarf-flax,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES134,Hesperomannia arborescens,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES488,Hesperomannia arbuscula,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES605,Hesperomannia lydgatei,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1645,Heterelmis comalensis,Comal Springs riffle beetle,Wherever found,Southwest,2,Endangered,Insect
ES848,Hexastylis naniflora,Dwarf-flowered heartleaf,Wherever found,Southeast,4,Threatened,Vascular Plant
ES879,Hibiscadelphus distans,Kauai hau kuahiwi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES684,Hibiscadelphus giffardianus,Hau kuahiwi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES489,Hibiscadelphus hualalaiensis,Hau kuahiwi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES808,Hibiscadelphus woodii,Hau kuahiwi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES505,Hibiscus arnottianus ssp. immaculatus,Koki`o ke`oke`o,Wherever found,Pacific,1,Endangered,Vascular Plant
ES573,Hibiscus brackenridgei,(=Native yellow hibiscus) ma`o hau hele,Wherever found,Pacific,1,Endangered,Vascular Plant
ES858,Hibiscus clayi,Clay's hibiscus,Wherever found,Pacific,1,Endangered,Vascular Plant
ES524,Hibiscus dasycalyx,Neches River rose-mallow,Wherever found,Southwest,2,Threatened,Vascular Plant
ES409,Hibiscus waimeae ssp. hannerae,Koki`o ke`oke`o,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1195,Himantopus mexicanus knudseni,Hawaiian stilt,Wherever found,Pacific,1,Endangered,Bird
ES77,Hoffmannseggia tenella,Slender rush-pea,Wherever found,Southwest,2,Endangered,Vascular Plant
ES129,Holocarpha macradenia,Santa Cruz tarplant,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES302,Hudsonia montana,Mountain golden heather,Wherever found,Southeast,4,Threatened,Vascular Plant
ES904,Huperzia mannii,Wawae`iole,Wherever found,Pacific,1,Endangered,Vascular Plant
ES901,Huperzia nutans,Wawae`iole,Wherever found,Pacific,1,Endangered,Vascular Plant
ES597,Huperzia stemmermanniae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1359,Hybognathus amarus,Rio Grande Silvery Minnow,"Wherever found, except where listed as an experimental population",Southwest,2,Endangered,Fish
ES1043,Hylaeus anthracinus,Anthricinan yellow-faced bee,Wherever found,Pacific,1,Endangered,Insect
ES1313,Hylaeus assimulans,Assimulans yellow-faced bee,Wherever found,Pacific,1,Endangered,Insect
ES1183,Hylaeus facilis,Easy yellow-faced bee,Wherever found,Pacific,1,Endangered,Insect
ES1505,Hylaeus hilaris,Hilaris yellow-faced bee,Wherever found,Pacific,1,Endangered,Insect
ES1321,Hylaeus kuakea,Hawaiian yellow-faced bee,Wherever found,Pacific,1,Endangered,Insect
ES1515,Hylaeus longiceps,Hawaiian yellow-faced bee,Wherever found,Pacific,1,Endangered,Insect
ES1608,Hylaeus mana,Hawaiian yellow-faced bee,Wherever found,Pacific,1,Endangered,Insect
ES475,Hymenoxys herbacea,Lakeside daisy,Wherever found,Midwest,3,Threatened,Vascular Plant
ES635,Hymenoxys texana,Texas prairie dawn-flower,Wherever found,Southwest,2,Endangered,Vascular Plant
ES839,Hypericum cumulicola,Highlands scrub hypericum,Wherever found,Southeast,4,Endangered,Vascular Plant
ES472,Hypolepis hawaiiensis var. mauiensis,olua,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1526,Hypolimnas octocula marianensis,Mariana eight-spot butterfly,Wherever found,Pacific,1,Endangered,Insect
ES1601,Hypomesus transpacificus,Delta smelt,Wherever found,Pacific Southwest,8,Threatened,Fish
ES1501,Icaricia (Plebejus) shasta charlestonensis,Mount Charleston blue butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1410,Icaricia icarioides fenderi,Fender's blue butterfly,Wherever found,Pacific,1,Endangered,Insect
ES1639,Icaricia icarioides missionensis,Mission blue butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1022,Ictalurus pricei,Yaqui catfish,Wherever found,Southwest,2,Threatened,Fish
ES755,Ilex cookii,Cook's holly,Wherever found,Southeast,4,Endangered,Vascular Plant
ES673,Ilex sintenisii,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES316,Iliamna corei,Peter's Mountain mallow,Wherever found,Northeast,5,Endangered,Vascular Plant
ES748,Ipomopsis polyantha,Pagosa skyrocket,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES241,Ipomopsis sancti-spiritus,Holy Ghost ipomopsis,Wherever found,Southwest,2,Endangered,Vascular Plant
ES623,Iris lacustris,Dwarf lake iris,Wherever found,Midwest,3,Threatened,Vascular Plant
ES239,Ischaemum byrone,Hilo ischaemum,Wherever found,Pacific,1,Endangered,Vascular Plant
ES982,Ischnura luta,Rota blue damselfly,Wherever found,Pacific,1,Endangered,Insect
ES607,Isodendrion hosakae,Aupaka,Wherever found,Pacific,1,Endangered,Vascular Plant
ES63,Isodendrion laurifolium,Aupaka,Wherever found,Pacific,1,Endangered,Vascular Plant
ES800,Isodendrion longifolium,Aupaka,Wherever found,Pacific,1,Threatened,Vascular Plant
ES264,Isodendrion pyrifolium,wahine noho Kula,Wherever found,Pacific,1,Endangered,Vascular Plant
ES50,Isoetes louisianensis,Louisiana quillwort,Wherever found,Southeast,4,Endangered,Vascular Plant
ES195,Isoetes melanospora,Black spored quillwort,Wherever found,Southeast,4,Endangered,Vascular Plant
ES351,Isoetes tegetiformans,Mat-forming quillwort,Wherever found,Southeast,4,Endangered,Vascular Plant
ES100,Isotria medeoloides,Small whorled pogonia,,Northeast,5,Threatened,Vascular Plant
ES436,Ivesia kingii var. eremica,Ash Meadows ivesia,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES188,Ivesia webberi,Webber's ivesia,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES153,Jacquemontia reclinata,Beach jacquemontia,Wherever found,Southeast,4,Endangered,Vascular Plant
ES347,Joinvillea ascendens ascendens,`Ohe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES323,Juglans jamaicensis,West Indian Walnut (=Nogal),Wherever found,Southeast,4,Endangered,Vascular Plant
ES339,Justicia cooleyi,Cooley's water-willow,Wherever found,Southeast,4,Endangered,Vascular Plant
