id,scientific_name,common_name,where_listed,region_name,region,esa_listing_status,category
ES315,Ribes echinellum,Miccosukee gooseberry,Wherever found,Southeast,4,Threatened,Vascular Plant
ES514,Rorippa gambellii,Gambel's watercress,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1653,Rostrhamus sociabilis plumbeus,Everglade snail kite,Wherever found,Southeast,4,Endangered,Bird
ES867,Sagittaria fasciculata,Bunched arrowhead,Wherever found,Southeast,4,Endangered,Vascular Plant
ES756,Sagittaria secundifolia,Kral's water-plantain,Wherever found,Southeast,4,Threatened,Vascular Plant
ES946,Salmo salar,Atlantic salmon,Gulf of Maine DPS,Northeast,5,Endangered,Fish
ES997,Salvelinus confluentus,Bull Trout,"U.S.A., conterminous, lower 48 states",Pacific,1,Threatened,Fish
ES1375,Samoana fragilis,Fragile tree snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES531,Sanicula mariversa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES500,Sanicula purpurea,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES250,Sanicula sandwicensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES149,Santalum haleakalae var. lanaiense,Lanai sandalwood (=`iliahi),Wherever found,Pacific,1,Endangered,Vascular Plant
ES843,Santalum involutum,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES420,Sarracenia oreophila,Green pitcher-plant,Wherever found,Southeast,4,Endangered,Vascular Plant
ES871,Sarracenia rubra ssp. alabamensis,Alabama canebrake pitcher-plant,Wherever found,Southeast,4,Endangered,Vascular Plant
ES703,Sarracenia rubra ssp. jonesii,Mountain sweet pitcher-plant,Wherever found,Southeast,4,Endangered,Vascular Plant
ES133,Scaevola coriacea,Dwarf naupaka,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1007,Scaphirhynchus albus,Pallid sturgeon,Wherever found,Mountain-Prairie,6,Endangered,Fish
ES1288,Scaphirhynchus suttkusi,Alabama sturgeon,Wherever found,Southeast,4,Endangered,Fish
ES776,Schenkia sebaeoides,Awiwi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES360,Schiedea adamantis,Diamond Head schiedea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES211,Schiedea apokremnos,Ma`oli`oli,Wherever found,Pacific,1,Endangered,Vascular Plant
ES130,Schiedea attenuata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES443,Schiedea diffusa ssp. macraei,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES194,Schiedea diffusa subsp. diffusa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES838,Schiedea haleakalensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES80,Schiedea hawaiiensis,Ma`oli`oli,Wherever found,Pacific,1,Endangered,Vascular Plant
ES142,Schiedea helleri,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES296,Schiedea hookeri,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES192,Schiedea jacobii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES782,Schiedea kaalae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES610,Schiedea kauaiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES26,Schiedea kealiae,Ma`oli`oli,Wherever found,Pacific,1,Endangered,Vascular Plant
ES811,Schiedea laui,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES856,Schiedea lychnoides,Kuawawaenohu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES765,Schiedea lydgatei,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES810,Schiedea membranacea,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES196,Schiedea nuttallii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES497,Schiedea obovata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES254,Schiedea pubescens,Ma`oli`oli,Wherever found,Pacific,1,Endangered,Vascular Plant
ES624,Schiedea salicaria,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1,Schiedea sarmentosa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES123,Schiedea spergulina var. leiopoda,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES532,Schiedea spergulina var. spergulina,No common name,Wherever found,Pacific,1,Threatened,Vascular Plant
ES915,Schiedea stellarioides,Laulihilihi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES777,Schiedea trinervis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES729,Schiedea verticillata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES12,Schiedea viscosa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES911,Schoenocrambe argillacea,Clay reed-mustard,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES146,Schoenocrambe barnebyi,Barneby reed-mustard,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES257,Schoenocrambe suffrutescens,Shrubby reed-mustard,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES154,Schoepfia arenaria,No common name,Wherever found,Southeast,4,Threatened,Vascular Plant
ES504,Schwalbea americana,American chaffseed,Wherever found,Southeast,4,Endangered,Vascular Plant
ES882,Scirpus ancistrochaetus,Northeastern bulrush,,Northeast,5,Endangered,Vascular Plant
ES185,Sclerocactus brevihamatus ssp. tobuschii,Tobusch fishhook cactus,Wherever found,Southwest,2,Threatened,Vascular Plant
ES580,Sclerocactus brevispinus,Pariette cactus,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES910,Sclerocactus glaucus,Colorado hookless Cactus,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES578,Sclerocactus mesae-verdae,Mesa Verde cactus,Wherever found,Southwest,2,Threatened,Vascular Plant
ES28,Sclerocactus wetlandicus,Uinta Basin hookless cactus,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES546,Sclerocactus wrightiae,Wright fishhook cactus,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES90,Scutellaria floridana,Florida skullcap,Wherever found,Southeast,4,Threatened,Vascular Plant
ES181,Scutellaria montana,Large-flowered skullcap,Wherever found,Southeast,4,Threatened,Vascular Plant
ES207,Senecio layneae,Layne's butterweed,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES125,Serianthes nelsonii,"Hayun Iagu (=(Guam), Tronkon guafi (Rota))",Wherever found,Pacific,1,Endangered,Vascular Plant
ES258,Sesbania tomentosa,Ohai,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1088,Setophaga angelae,Elfin-woods warbler,Wherever found,Southeast,4,Threatened,Bird
ES806,Sibara filifolia,Santa Cruz Island rockcress,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES96,Sicyos albus,`Anunu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES317,Sicyos lanceoloideus,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES552,Sicyos macrophyllus,`Anunu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES103,Sidalcea keckii,Keck's Checker-mallow,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES740,Sidalcea nelsoniana,Nelson's checker-mallow,Wherever found,Pacific,1,Threatened,Vascular Plant
ES220,Sidalcea oregana ssp. valida,Kenwood Marsh checker-mallow,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES304,Sidalcea oregana var. calva,Wenatchee Mountains checkermallow,Wherever found,Pacific,1,Endangered,Vascular Plant
ES440,Sidalcea pedata,Pedate checker-mallow,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES359,Sideroxylon reclinatum ssp. austrofloridense,Everglades bully,Wherever found,Southeast,4,Threatened,Vascular Plant
ES539,Silene alexandri,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES132,Silene hawaiiensis,No common name,Wherever found,Pacific,1,Threatened,Vascular Plant
ES3,Silene lanceolata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES406,Silene perlmanii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES590,Silene polypetala,Fringed campion,Wherever found,Southeast,4,Endangered,Vascular Plant
ES649,Silene spaldingii,Spalding's Catchfly,Wherever found,Pacific,1,Threatened,Vascular Plant
ES1030,Sistrurus catenatus,Eastern Massasauga (=rattlesnake),Wherever found,Midwest,3,Threatened,Reptile
ES268,Sisyrinchium dichotomum,White irisette,Wherever found,Southeast,4,Endangered,Vascular Plant
ES390,Solanum drymophilum,Erubia,Wherever found,Southeast,4,Endangered,Vascular Plant
ES670,Solanum guamense,Berenghenas halomtano,Wherever found,Pacific,1,Endangered,Vascular Plant
ES16,Solanum incompletum,Popolo ku mai,Wherever found,Pacific,1,Endangered,Vascular Plant
ES445,Solanum nelsonii,Popolo,Wherever found,Pacific,1,Endangered,Vascular Plant
ES217,Solanum sandwicense,"`Aiakeakua, popolo",Wherever found,Pacific,1,Endangered,Vascular Plant
ES862,Solidago houghtonii,Houghton's goldenrod,Wherever found,Midwest,3,Threatened,Vascular Plant
ES644,Solidago shortii,Short's goldenrod,Wherever found,Southeast,4,Endangered,Vascular Plant
ES681,Solidago spithamaea,Blue Ridge goldenrod,Wherever found,Southeast,4,Threatened,Vascular Plant
ES1434,Somateria fischeri,Spectacled eider,Wherever found,Alaska,7,Threatened,Bird
ES1133,Somatochlora hineana,Hine's emerald dragonfly,Wherever found,Midwest,3,Endangered,Insect
ES944,Sorex ornatus relictus,Buena Vista Lake ornate Shrew,Wherever found,Pacific Southwest,8,Endangered,Mammal
ES1573,Spelaeorchestia koloana,Kauai cave amphipod,Wherever found,Pacific,1,Endangered,Crab/Lobster/Shrimp
ES1028,Speoplatyrhinus poulsoni,Alabama cavefish,Wherever found,Southeast,4,Endangered,Fish
ES387,Spermolepis hawaiiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1456,Speyeria callippe callippe,Callippe silverspot butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1464,Speyeria zerene behrensii,Behren's silverspot butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES960,Speyeria zerene hippolyta,Oregon silverspot butterfly,Wherever found,Pacific,1,Threatened,Insect
ES1173,Speyeria zerene myrtleae,Myrtle's silverspot butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES473,Sphaeralcea gierischii,Gierisch mallow,Wherever found,Southwest,2,Endangered,Vascular Plant
ES79,Spigelia gentianoides,Gentian pinkroot,Wherever found,Southeast,4,Endangered,Vascular Plant
ES574,Spiraea virginiana,Virginia spiraea,Wherever found,Northeast,5,Threatened,Vascular Plant
ES851,Spiranthes delitescens,Canelo Hills ladies-tresses,Wherever found,Southwest,2,Endangered,Vascular Plant
ES47,Spiranthes diluvialis,Ute ladies'-tresses,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES870,Spiranthes parksii,Navasota ladies-tresses,Wherever found,Southwest,2,Endangered,Vascular Plant
ES278,Stahlia monosperma,Cobana negra,Wherever found,Southeast,4,Threatened,Vascular Plant
ES680,Stenogyne angustifolia var. angustifolia,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES37,Stenogyne bifida,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES209,Stenogyne campanulata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES290,Stenogyne cranwelliae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES820,Stenogyne kaalae ssp. sherffii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES74,Stenogyne kanehoana,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES170,Stenogyne kauaulaensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES113,Stenogyne kealiae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES212,Stephanomeria malheurensis,Malheur wire-lettuce,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1657,Sterna antillarum browni,California least tern,Wherever found,Pacific Southwest,8,Endangered,Bird
ES1191,Sterna dougallii dougallii,Roseate tern,Northeast U.S. nesting population|Western Hemisphere except NE U.S.,Northeast|Southeast,0|1,Endangered|Threatened,Bird
ES1553,Sternotherus depressus,Flattened musk turtle,Black Warrior R. system upstream from Bankhead Dam,Southeast,4,Threatened,Reptile
ES798,Streptanthus albidus ssp. albidus,Metcalf Canyon jewelflower,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES813,Streptanthus niger,Tiburon jewelflower,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1033,Streptocephalus woottoni,Riverside fairy shrimp,Wherever found,Pacific Southwest,8,Endangered,Crab/Lobster/Shrimp
ES1656,Strix occidentalis caurina,Northern spotted owl,Wherever found,Pacific,1,Threatened,Bird
ES1626,Strix occidentalis lucida,Mexican spotted owl,Wherever found,Southwest,2,Threatened,Bird
ES1050,Strymon acis bartrami,Bartram's hairstreak Butterfly,Wherever found,Southeast,4,Endangered,Insect
ES1342,Stygobromus (=Stygonectes) pecki,Peck's cave amphipod,Wherever found,Southwest,2,Endangered,Crab/Lobster/Shrimp
ES1102,Stygobromus hayi,Hay's Spring amphipod,Wherever found,Northeast,5,Endangered,Crab/Lobster/Shrimp
ES1394,Stygoparnus comalensis,Comal Springs dryopid beetle,Wherever found,Southwest,2,Endangered,Insect
ES701,Styrax portoricensis,Palo de jazmin,Wherever found,Southeast,4,Endangered,Vascular Plant
ES822,Styrax texanus,Texas snowbells,Wherever found,Southwest,2,Endangered,Vascular Plant
ES98,Suaeda californica,California seablite,,Pacific Southwest,8,Endangered,Vascular Plant
ES966,Succinea chittenangoensis,Chittenango ovate amber snail,Wherever found,Northeast,5,Threatened,Slug/Snail
ES863,Swallenia alexandrae,Eureka Dune grass,,Pacific Southwest,8,Threatened,Vascular Plant
ES1010,Sylvilagus bachmani riparius,Riparian brush rabbit,Wherever found,Pacific Southwest,8,Endangered,Mammal
ES1225,Sylvilagus palustris hefneri,Lower Keys marsh rabbit,Wherever found,Southeast,4,Endangered,Mammal
ES1096,Syncaris pacifica,California freshwater shrimp,Wherever found,Pacific Southwest,8,Endangered,Crab/Lobster/Shrimp
ES431,Tabernaemontana rotensis,No common name,Wherever found,Pacific,1,Threatened,Vascular Plant
ES1473,Tamiasciurus hudsonicus grahamensis,Mount Graham red squirrel,Wherever found,Southwest,2,Endangered,Mammal
ES508,Taraxacum californicum,California taraxacum,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1469,Tartarocreagris texana,Tooth Cave pseudoscorpion,Wherever found,Southwest,2,Endangered,Spider/Scorpion
ES1172,Taylorconcha serpenticola,Bliss Rapids snail,Wherever found,Pacific,1,Threatened,Slug/Snail
ES761,Tectaria estremerana,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES975,Telespyza cantans,Laysan finch (honeycreeper),Wherever found,Pacific,1,Endangered,Bird
ES1152,Telespyza ultima,Nihoa finch (honeycreeper),Wherever found,Pacific,1,Endangered,Bird
ES874,Ternstroemia luquillensis,Palo colorado,Wherever found,Southeast,4,Endangered,Vascular Plant
ES325,Ternstroemia subsessilis,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES569,Tetramolopium arenarium,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES366,Tetramolopium capillare,Pamakani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES60,Tetramolopium filiforme,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES661,Tetramolopium lepidotum ssp. lepidotum,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES824,Tetramolopium remyi,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES216,Tetramolopium rockii,No common name,Wherever found,Pacific,1,Threatened,Vascular Plant
ES1209,Texamaurops reddelli,Kretschmarr Cave mold beetle,Wherever found,Southwest,2,Endangered,Insect
ES1646,Texella cokendolpheri,Cokendolpher Cave Harvestman,Wherever found,Southwest,2,Endangered,Spider/Scorpion
ES1001,Texella reddelli,Bee Creek Cave harvestman,Wherever found,Southwest,2,Endangered,Spider/Scorpion
ES1572,Texella reyesi,Bone Cave harvestman,Wherever found,Southwest,2,Endangered,Spider/Scorpion
ES496,Thalictrum cooleyi,Cooley's meadowrue,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1571,Thamnophis eques megalops,Northern Mexican gartersnake,Wherever found,Southwest,2,Threatened,Reptile
ES1305,Thamnophis gigas,Giant garter snake,Wherever found,Pacific Southwest,8,Threatened,Reptile
ES1263,Thamnophis rufipunctatus,Narrow-headed gartersnake,Wherever found,Southwest,2,Threatened,Reptile
ES1331,Thamnophis sirtalis tetrataenia,San Francisco garter snake,Wherever found,Pacific Southwest,8,Endangered,Reptile
ES85,Thelypodium howellii ssp. spectabilis,Howell''s spectacular thelypody,Wherever found,Pacific,1,Threatened,Vascular Plant
ES421,Thelypodium stenopetalum,Slender-petaled mustard,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES654,Thelypteris inabonensis,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES465,Thelypteris pilosa var. alabamensis,Alabama streak-sorus fern,Wherever found,Southeast,4,Threatened,Vascular Plant
ES17,Thelypteris verecunda,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES62,Thelypteris yaucoensis,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1655,Thermosphaeroma thermophilus,Socorro isopod,Wherever found,Southwest,2,Endangered,Crab/Lobster/Shrimp
ES297,Thlaspi californicum,Kneeland Prairie penny-cress,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1214,Thomomys mazama glacialis,Roy Prairie pocket gopher,Wherever found,Pacific,1,Threatened,Mammal
ES1213,Thomomys mazama pugetensis,Olympia pocket gopher,Wherever found,Pacific,1,Threatened,Mammal
ES1008,Thomomys mazama tumuli,Tenino pocket gopher,Wherever found,Pacific,1,Threatened,Mammal
ES1363,Thomomys mazama yelmensis,Yelm pocket gopher,Wherever found,Pacific,1,Threatened,Mammal
ES548,Thymophylla tephroleuca,Ashy dogweed,Wherever found,Southwest,2,Endangered,Vascular Plant
ES658,Thysanocarpus conchuliferus,Santa Cruz Island fringepod,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES991,Tiaroga cobitis,Loach minnow,Wherever found,Southwest,2,Endangered,Fish
ES599,Tinospora homosepala,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES627,Torreya taxifolia,Florida torreya,Wherever found,Southeast,4,Endangered,Vascular Plant
ES805,Townsendia aprica,Last Chance townsendia,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES1423,Toxolasma cylindrellus,Pale lilliput (pearlymussel),Wherever found,Southeast,4,Endangered,Invertebrate
ES672,Trematolobelia singularis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1325,Trichechus manatus,West Indian Manatee,Wherever found,Southeast,4,Threatened,Mammal
ES208,Trichilia triacantha,Bariaco,Wherever found,Southeast,4,Endangered,Vascular Plant
ES434,Trichomanes punctatum ssp. floridanum,Florida bristle fern,Wherever found,Southeast,4,Endangered,Vascular Plant
ES733,Trifolium amoenum,Showy Indian clover,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES179,Trifolium trichocalyx,Monterey clover,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES934,Trillium persistens,Persistent trillium,Wherever found,Southeast,4,Endangered,Vascular Plant
ES82,Trillium reliquum,Relict trillium,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1078,Trimerotropis infantilis,Zayante band-winged grasshopper,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1575,Triodopsis platysayoides,Flat-spired three-toothed Snail,Wherever found,Northeast,5,Threatened,Slug/Snail
ES1124,Tryonia alamosae,Alamosa springsnail,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1294,Tryonia cheatumi,Phantom Tryonia,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1622,Tryonia circumstriata (=stocktonensis),Gonzales tryonia,Wherever found,Southwest,2,Endangered,Slug/Snail
ES124,Tuberolabium guamense,No common name,Wherever found,Pacific,1,Threatened,Vascular Plant
ES612,Tuctoria greenei,Greene's tuctoria,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES780,Tuctoria mucronata,Solano grass,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1440,Tulotoma magnifica,Tulotoma snail,Wherever found,Southeast,4,Threatened,Slug/Snail
ES1139,Tympanuchus cupido attwateri,Attwater's greater prairie-chicken,Wherever found,Southwest,2,Endangered,Bird
ES1561,Uma inornata,Coachella Valley fringe-toed lizard,Wherever found,Pacific Southwest,8,Threatened,Reptile
ES127,Urera kaalae,Opuhe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1506,Urocitellus brunneus,Northern Idaho Ground Squirrel,Wherever found,Pacific,1,Threatened,Mammal
ES1520,Urocyon littoralis catalinae,Santa Catalina Island Fox,Wherever found,Pacific Southwest,8,Threatened,Mammal
ES1634,Ursus arctos horribilis,Grizzly bear,"U.S.A., conterminous (lower 48) States, except where listed as an experimental population",Mountain-Prairie,6,Threatened,Mammal
ES1635,Ursus maritimus,Polar bear,Wherever found,Alaska,7,Threatened,Mammal
ES1174,Vagrans egistina,Mariana wandering butterfly,Wherever found,Pacific,1,Endangered,Insect
ES35,Varronia rupicola,No common name,Wherever found,Southeast,4,Threatened,Vascular Plant
ES468,Verbena californica,Red Hills vervain,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES766,Verbesina dissita,Big-leaved crownbeard,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES1349,Vermivora bachmanii,Bachman's warbler (=wood),Wherever found,Southeast,4,Endangered,Bird
ES279,Vernonia proctorii,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1055,Vetericaris chaceorum,Anchialine pool shrimp,Wherever found,Pacific,1,Endangered,Crab/Lobster/Shrimp
ES81,Vicia menziesii,Hawaiian vetch,Wherever found,Pacific,1,Endangered,Vascular Plant
ES349,Vigna o-wahuensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1548,Villosa choctawensis,Choctaw bean,Wherever found,Southeast,4,Endangered,Invertebrate
ES1650,Villosa fabalis,Rayed Bean,Wherever found,Midwest,3,Endangered,Invertebrate
ES1087,Villosa perpurpurea,Purple bean,Wherever found,Northeast,5,Endangered,Invertebrate
ES971,Villosa trabalis,Cumberland bean (pearlymussel),Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES165,Viola chamissoniana ssp. chamissoniana,Pamakani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES143,Viola helenae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES486,Viola kauaiensis var. wahiawaensis,Nani wai`ale`ale,Wherever found,Pacific,1,Endangered,Vascular Plant
ES885,Viola lanaiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES295,Viola oahuensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1570,Vireo bellii pusillus,Least Bell's vireo,Wherever found,Pacific Southwest,8,Endangered,Bird
ES1403,Vulpes macrotis mutica,San Joaquin kit fox,wherever found,Pacific Southwest,8,Endangered,Mammal
ES1240,Vulpes vulpes necator,Sierra Nevada red fox,,Pacific Southwest,8,Endangered,Mammal
ES695,Warea amplexifolia,Wide-leaf warea,Wherever found,Southeast,4,Endangered,Vascular Plant
ES640,Warea carteri,Carter's mustard,Wherever found,Southeast,4,Endangered,Vascular Plant
ES150,Wikstroemia skottsbergiana,No common name,,Pacific,1,Endangered,Vascular Plant
ES919,Wikstroemia villosa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES804,Wilkesia hobdyi,Dwarf iliau,Wherever found,Pacific,1,Endangered,Vascular Plant
ES685,Xylosma crenatum,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES943,Xyrauchen texanus,Razorback sucker,Wherever found,Mountain-Prairie,6,Endangered,Fish
ES329,Xyris tennesseensis,Tennessee yellow-eyed grass,Wherever found,Southeast,4,Endangered,Vascular Plant
ES579,Yermo xanthocephalus,Desert yellowhead,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES847,Zanthoxylum dipetalum var. tomentosum,A`e,Wherever found,Pacific,1,Endangered,Vascular Plant
ES312,Zanthoxylum hawaiiense,A`e,Wherever found,Pacific,1,Endangered,Vascular Plant
ES226,Zanthoxylum oahuense,A`e,Wherever found,Pacific,1,Endangered,Vascular Plant
ES291,Zanthoxylum thomasianum,St. Thomas prickly-ash,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1163,Zapada glacier,Western glacier stonefly,Wherever found,Mountain-Prairie,6,Threatened,Insect
ES1412,Zapus hudsonius luteus,New Mexico meadow jumping mouse,Wherever found,Southwest,2,Endangered,Mammal
ES1339,Zapus hudsonius preblei,Preble's meadow jumping mouse,wherever found,Mountain-Prairie,6,Threatened,Mammal
ES303,Zizania texana,Texas wild-rice,Wherever found,Southwest,2,Endangered,Vascular Plant
ES322,Ziziphus celata,Florida ziziphus,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1301,Zosterops conspicillatus conspicillatus,Bridled white-eye,Wherever found,Pacific,1,Endangered,Bird
ES1377,Zosterops rotensis,Rota bridled White-eye,Wherever found,Pacific,1,Endangered,Bird
