"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringListAttributeComparatorLevenshtein.commonNames record1Value","[2] StringListAttributeComparatorLevenshtein.commonNames record2Value","[2] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.commonNames similarity","[2] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record1Value","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record2Value","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record1PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record2PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.commonNames similarity","[3] StringListAttributeAsWholeComparatorJaccard.commonNames postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.orders record1Value","[4] StringListAttributeAsWholeComparatorJaccard.orders record2Value","[4] StringListAttributeAsWholeComparatorJaccard.orders record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.orders record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.orders similarity","[4] StringListAttributeAsWholeComparatorJaccard.orders postproccesedSimilarity","[5] StringListAttributeComparatorLevenshtein.orders record1Value","[5] StringListAttributeComparatorLevenshtein.orders record2Value","[5] StringListAttributeComparatorLevenshtein.orders record1PreprocessedValue","[5] StringListAttributeComparatorLevenshtein.orders record2PreprocessedValue","[5] StringListAttributeComparatorLevenshtein.orders similarity","[5] StringListAttributeComparatorLevenshtein.orders postproccesedSimilarity","[6] StringListAttributeAsWholeComparatorJaccard.families record1Value","[6] StringListAttributeAsWholeComparatorJaccard.families record2Value","[6] StringListAttributeAsWholeComparatorJaccard.families record1PreprocessedValue","[6] StringListAttributeAsWholeComparatorJaccard.families record2PreprocessedValue","[6] StringListAttributeAsWholeComparatorJaccard.families similarity","[6] StringListAttributeAsWholeComparatorJaccard.families postproccesedSimilarity","[7] StringListAttributeComparatorLevenshtein.families record1Value","[7] StringListAttributeComparatorLevenshtein.families record2Value","[7] StringListAttributeComparatorLevenshtein.families record1PreprocessedValue","[7] StringListAttributeComparatorLevenshtein.families record2PreprocessedValue","[7] StringListAttributeComparatorLevenshtein.families similarity","[7] StringListAttributeComparatorLevenshtein.families postproccesedSimilarity"
"WekaMatchingRule","BIO16744","http://www.wikidata.org/entity/q1423048",,"0","erythronium parviflorum","erythronium grandiflorum","erythronium parviflorum","erythronium grandiflorum","0.3333333333333333","0.3333333333333333","erythronium parviflorum","erythronium grandiflorum","erythronium parviflorum","erythronium grandiflorum","0.8333333333333334","0.8333333333333334","[none]","[glacier lily, yellow avalanche lily, erythronium grandiflorum]","[none]","[glacier lily, yellow avalanche lily, erythronium grandiflorum]","0.1428571428571429","0.1428571428571429","none","glacier lily yellow avalanche lily erythronium grandiflorum","none","glacier lily yellow avalanche lily erythronium grandiflorum","0.0","0.0","liliales","liliales","liliales","liliales","1.0","1.0","[liliales]","[liliales]","[liliales]","[liliales]","1.0","1.0","liliaceae","liliaceae","liliaceae","liliaceae","1.0","1.0","[liliaceae]","[liliaceae]","[liliaceae]","[liliaceae]","1.0","1.0"
"WekaMatchingRule","BIO27226","http://www.wikidata.org/entity/q2063472","0.0",,"metaphidippus carmensis","metazygia cunha","metaphidippus carmensis","metazygia cunha","0.0","0.0","metaphidippus carmensis","metazygia cunha","metaphidippus carmensis","metazygia cunha","0.34782608695652173","0.34782608695652173","[none]","[metazygia cunha]","[none]","[metazygia cunha]","0.06666666666666665","0.06666666666666665","none","metazygia cunha","none","metazygia cunha","0.0","0.0","araneae","xiphosurida araneae xiphosura","araneae","xiphosurida araneae xiphosura","0.3333333333333333","0.3333333333333333","[araneae]","[xiphosurida, araneae, xiphosura]","[araneae]","[xiphosurida, araneae, xiphosura]","1.0","1.0","salticidae","araneidae","salticidae","araneidae","0.0","0.0","[salticidae]","[araneidae]","[salticidae]","[araneidae]","0.5","0.5"
"WekaMatchingRule","BIO11218","http://www.wikidata.org/entity/q1824517","0.0",,"copris carolina","copelatus vigintistriatus","copris carolina","copelatus vigintistriatus","0.0","0.0","copris carolina","copelatus vigintistriatus","copris carolina","copelatus vigintistriatus","0.28","0.28","[dung beetle]","[copelatus vigintistriatus]","[dung beetle]","[copelatus vigintistriatus]","0.12","0.12","dung beetle","copelatus vigintistriatus","dung beetle","copelatus vigintistriatus","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","scarabaeidae","dytiscidae","scarabaeidae","dytiscidae","0.0","0.0","[scarabaeidae]","[dytiscidae]","[scarabaeidae]","[dytiscidae]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO31447","http://www.wikidata.org/entity/q2055722","0.03",,"pardosa coloradensis","pardosa vagula","pardosa coloradensis","pardosa vagula","0.3333333333333333","0.3333333333333333","pardosa coloradensis","pardosa vagula","pardosa coloradensis","pardosa vagula","0.44999999999999996","0.44999999999999996","[none]","[pardosa vagula]","[none]","[pardosa vagula]","0.0714285714285714","0.0714285714285714","none","pardosa vagula","none","pardosa vagula","0.0","0.0","araneae","araneae xiphosura xiphosurida","araneae","araneae xiphosura xiphosurida","0.3333333333333333","0.3333333333333333","[araneae]","[araneae, xiphosura, xiphosurida]","[araneae]","[araneae, xiphosura, xiphosurida]","1.0","1.0","lycosidae","lycosidae","lycosidae","lycosidae","1.0","1.0","[lycosidae]","[lycosidae]","[lycosidae]","[lycosidae]","1.0","1.0"
"WekaMatchingRule","BIO43545","http://www.wikidata.org/entity/q737843","0.0",,"tipula umbrosa","tipula abortiva","tipula umbrosa","tipula abortiva","0.3333333333333333","0.3333333333333333","tipula umbrosa","tipula abortiva","tipula umbrosa","tipula abortiva","0.6","0.6","[none]","[tipula (eumicrotipula) abortiva]","[none]","[tipula (eumicrotipula) abortiva]","0.032258064516129004","0.032258064516129004","none","tipula (eumicrotipula) abortiva","none","tipula (eumicrotipula) abortiva","0.0","0.0","diptera","diptera","diptera","diptera","1.0","1.0","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","tipulidae","tipulidae","tipulidae","tipulidae","1.0","1.0","[tipulidae]","[tipulidae]","[tipulidae]","[tipulidae]","1.0","1.0"
"WekaMatchingRule","BIO41846","http://www.wikidata.org/entity/q1265260","0.05",,"sterna elegans","sternula saundersi","sterna elegans","sternula saundersi","0.0","0.0","sterna elegans","sternula saundersi","sterna elegans","sternula saundersi","0.4444444444444444","0.4444444444444444","[elegant tern]","[saunderss tern, saunders little tern, saunderss tern]","[elegant tern]","[saunderss tern, saunders little tern, saunderss tern]","0.3571428571428571","0.3571428571428571","elegant tern","saunderss tern saunders little tern saunderss tern","elegant tern","saunderss tern saunders little tern saunderss tern","0.2","0.2","charadriiformes","charadriiformes saurischia dinosaur avetheropoda","charadriiformes","charadriiformes saurischia dinosaur avetheropoda","0.25","0.25","[charadriiformes]","[charadriiformes, saurischia, dinosaur, avetheropoda]","[charadriiformes]","[charadriiformes, saurischia, dinosaur, avetheropoda]","1.0","1.0","laridae","laridae","laridae","laridae","1.0","1.0","[laridae]","[laridae]","[laridae]","[laridae]","1.0","1.0"
"WekaMatchingRule","BIO17435","http://www.wikidata.org/entity/q2123553","0.0",,"eurytemora","eurycope curtirostris","eurytemora","eurycope curtirostris","0.0","0.0","eurytemora","eurycope curtirostris","eurytemora","eurycope curtirostris","0.33333333333333337","0.33333333333333337","[none]","[eurycope curtirostris]","[none]","[eurycope curtirostris]","0.09523809523809523","0.09523809523809523","none","eurycope curtirostris","none","eurycope curtirostris","0.0","0.0","calanoida","isopoda","calanoida","isopoda","0.0","0.0","[calanoida]","[isopoda]","[calanoida]","[isopoda]","0.33333333333333337","0.33333333333333337","temoridae","munnopsididae","temoridae","munnopsididae","0.0","0.0","[temoridae]","[munnopsididae]","[temoridae]","[munnopsididae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO28879","http://www.wikidata.org/entity/q2130658","0.0",,"neoporus lobatus","neohydrocoptus freyi","neoporus lobatus","neohydrocoptus freyi","0.0","0.0","neoporus lobatus","neohydrocoptus freyi","neoporus lobatus","neohydrocoptus freyi","0.25","0.25","[none]","[neohydrocoptus freyi]","[none]","[neohydrocoptus freyi]","0.15000000000000002","0.15000000000000002","none","neohydrocoptus freyi","none","neohydrocoptus freyi","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","dytiscidae","noteridae","dytiscidae","noteridae","0.0","0.0","[dytiscidae]","[noteridae]","[dytiscidae]","[noteridae]","0.5","0.5"
"WekaMatchingRule","BIO17351","http://www.wikidata.org/entity/q1381392","0.0",,"euptoieta claudia","eupyrrhoglossum sagra","euptoieta claudia","eupyrrhoglossum sagra","0.0","0.0","euptoieta claudia","eupyrrhoglossum sagra","euptoieta claudia","eupyrrhoglossum sagra","0.23809523809523814","0.23809523809523814","[variegated fritillary, varigated fritillary, butterfly]","[cuban sphinx moth, eupyrrhoglossum sagra]","[variegated fritillary, varigated fritillary, butterfly]","[cuban sphinx moth, eupyrrhoglossum sagra]","0.1428571428571429","0.1428571428571429","variegated fritillary varigated fritillary butterfly","cuban sphinx moth eupyrrhoglossum sagra","variegated fritillary varigated fritillary butterfly","cuban sphinx moth eupyrrhoglossum sagra","0.0","0.0","lepidoptera","lepidoptera","lepidoptera","lepidoptera","1.0","1.0","[lepidoptera]","[lepidoptera]","[lepidoptera]","[lepidoptera]","1.0","1.0","nymphalidae","sphingidae","nymphalidae","sphingidae","0.0","0.0","[nymphalidae]","[sphingidae]","[nymphalidae]","[sphingidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO43869","http://www.wikidata.org/entity/q1836148","0.0",,"tricellaria occidentalis","trikentrion helium","tricellaria occidentalis","trikentrion helium","0.0","0.0","tricellaria occidentalis","trikentrion helium","tricellaria occidentalis","trikentrion helium","0.375","0.375","[none]","[trikentrion helium]","[none]","[trikentrion helium]","0.2222222222222222","0.2222222222222222","none","trikentrion helium","none","trikentrion helium","0.0","0.0","cheilostomata","poecilosclerida axinellida","cheilostomata","poecilosclerida axinellida","0.0","0.0","[cheilostomata]","[poecilosclerida, axinellida]","[cheilostomata]","[poecilosclerida, axinellida]","0.4","0.4","scrupocellariidae","raspailiidae","scrupocellariidae","raspailiidae","0.0","0.0","[scrupocellariidae]","[raspailiidae]","[scrupocellariidae]","[raspailiidae]","0.4117647058823529","0.4117647058823529"
"WekaMatchingRule","BIO02083","http://www.wikidata.org/entity/q1845864","0.0",,"andrena thaspii","andrena dissimulans","andrena thaspii","andrena dissimulans","0.3333333333333333","0.3333333333333333","andrena thaspii","andrena dissimulans","andrena thaspii","andrena dissimulans","0.4736842105263158","0.4736842105263158","[mining bee]","[andrena dissimulans]","[mining bee]","[andrena dissimulans]","0.10526315789473684","0.10526315789473684","mining bee","andrena dissimulans","mining bee","andrena dissimulans","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","andrenidae","andrenidae","andrenidae","andrenidae","1.0","1.0","[andrenidae]","[andrenidae]","[andrenidae]","[andrenidae]","1.0","1.0"
"WekaMatchingRule","BIO31435","http://www.wikidata.org/entity/q30665","0.0",,"paratrytone snowi","parnassius mnemosyne","paratrytone snowi","parnassius mnemosyne","0.0","0.0","paratrytone snowi","parnassius mnemosyne","paratrytone snowi","parnassius mnemosyne","0.30000000000000004","0.30000000000000004","[snow s skipper]","[clouded apollo]","[snow s skipper]","[clouded apollo]","0.0714285714285714","0.0714285714285714","snow s skipper","clouded apollo","snow s skipper","clouded apollo","0.0","0.0","lepidoptera","lepidoptera","lepidoptera","lepidoptera","1.0","1.0","[lepidoptera]","[lepidoptera]","[lepidoptera]","[lepidoptera]","1.0","1.0","hesperiidae","papilionidae","hesperiidae","papilionidae","0.0","0.0","[hesperiidae]","[papilionidae]","[hesperiidae]","[papilionidae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO02733","http://www.wikidata.org/entity/q2068485","0.0",,"aphodius distinctus","aphanocephalus ventricosus","aphodius distinctus","aphanocephalus ventricosus","0.0","0.0","aphodius distinctus","aphanocephalus ventricosus","aphodius distinctus","aphanocephalus ventricosus","0.42307692307692313","0.42307692307692313","[none]","[aphanocephalus ventricosus]","[none]","[aphanocephalus ventricosus]","0.11538461538461542","0.11538461538461542","none","aphanocephalus ventricosus","none","aphanocephalus ventricosus","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","scarabaeidae","discolomatidae","scarabaeidae","discolomatidae","0.0","0.0","[scarabaeidae]","[discolomatidae]","[scarabaeidae]","[discolomatidae]","0.5","0.5"
"WekaMatchingRule","BIO08006","http://www.wikidata.org/entity/q309447","0.0",,"carinifex newberryi","carelia sinclairi","carinifex newberryi","carelia sinclairi","0.0","0.0","carinifex newberryi","carelia sinclairi","carinifex newberryi","carelia sinclairi","0.368421052631579","0.368421052631579","[none]","[amastrid land snail, carelia sinclairi]","[none]","[amastrid land snail, carelia sinclairi]","0.10526315789473684","0.10526315789473684","none","amastrid land snail carelia sinclairi","none","amastrid land snail carelia sinclairi","0.0","0.0","basommatophora","stylommatophora","basommatophora","stylommatophora","0.0","0.0","[basommatophora]","[stylommatophora]","[basommatophora]","[stylommatophora]","0.7333333333333334","0.7333333333333334","planorbidae","amastridae","planorbidae","amastridae","0.0","0.0","[planorbidae]","[amastridae]","[planorbidae]","[amastridae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO34216","http://www.wikidata.org/entity/q2098641","1.0","1","platismatia glauca","platismatia glauca","platismatia glauca","platismatia glauca","1.0","1.0","platismatia glauca","platismatia glauca","platismatia glauca","platismatia glauca","1.0","1.0","[none]","[ragged lichen, platismatia glauca]","[none]","[ragged lichen, platismatia glauca]","0.07692307692307687","0.07692307692307687","none","ragged lichen platismatia glauca","none","ragged lichen platismatia glauca","0.0","0.0","lecanorales","lecanorales","lecanorales","lecanorales","1.0","1.0","[lecanorales]","[lecanorales]","[lecanorales]","[lecanorales]","1.0","1.0","parmeliaceae","parmeliaceae","parmeliaceae","parmeliaceae","1.0","1.0","[parmeliaceae]","[parmeliaceae]","[parmeliaceae]","[parmeliaceae]","1.0","1.0"
"WekaMatchingRule","BIO31489","http://www.wikidata.org/entity/q2095944","0.0",,"parmaturus xaniurus","paracheilinus flavianalis","parmaturus xaniurus","paracheilinus flavianalis","0.0","0.0","parmaturus xaniurus","paracheilinus flavianalis","parmaturus xaniurus","paracheilinus flavianalis","0.36","0.36","[filetail cat shark]","[yellow fin flasher wrasse, paracheilinus flavianalis]","[filetail cat shark]","[yellow fin flasher wrasse, paracheilinus flavianalis]","0.24","0.24","filetail cat shark","yellow fin flasher wrasse paracheilinus flavianalis","filetail cat shark","yellow fin flasher wrasse paracheilinus flavianalis","0.0","0.0","carcharhiniformes","perciformes labriformes","carcharhiniformes","perciformes labriformes","0.0","0.0","[carcharhiniformes]","[perciformes, labriformes]","[carcharhiniformes]","[perciformes, labriformes]","0.5294117647058824","0.5294117647058824","scyliorhinidae","labridae","scyliorhinidae","labridae","0.0","0.0","[scyliorhinidae]","[labridae]","[scyliorhinidae]","[labridae]","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","BIO01807","http://www.wikidata.org/entity/q1849647","0.0",,"ampedus carbonicolor","ampedus abdominalis","ampedus carbonicolor","ampedus abdominalis","0.3333333333333333","0.3333333333333333","ampedus carbonicolor","ampedus abdominalis","ampedus carbonicolor","ampedus abdominalis","0.6","0.6","[none]","[ampedus abdominalis]","[none]","[ampedus abdominalis]","0.10526315789473684","0.10526315789473684","none","ampedus abdominalis","none","ampedus abdominalis","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","elateridae","elateridae","elateridae","elateridae","1.0","1.0","[elateridae]","[elateridae]","[elateridae]","[elateridae]","1.0","1.0"
"WekaMatchingRule","BIO26077","http://www.wikidata.org/entity/q2132806","0.0",,"macrobiotus","macrostomum poznaniense","macrobiotus","macrostomum poznaniense","0.0","0.0","macrobiotus","macrostomum poznaniense","macrobiotus","macrostomum poznaniense","0.34782608695652173","0.34782608695652173","[none]","[macrostomum poznaniense]","[none]","[macrostomum poznaniense]","0.13043478260869568","0.13043478260869568","none","macrostomum poznaniense","none","macrostomum poznaniense","0.0","0.0","parachela","macrostomida","parachela","macrostomida","0.0","0.0","[parachela]","[macrostomida]","[parachela]","[macrostomida]","0.25","0.25","macrobiotidae","macrostomidae","macrobiotidae","macrostomidae","0.0","0.0","[macrobiotidae]","[macrostomidae]","[macrobiotidae]","[macrostomidae]","0.7692307692307692","0.7692307692307692"
"WekaMatchingRule","BIO43536","http://www.wikidata.org/entity/q2067374","0.0",,"tipula oropezoides","tipula eurystyla","tipula oropezoides","tipula eurystyla","0.3333333333333333","0.3333333333333333","tipula oropezoides","tipula eurystyla","tipula oropezoides","tipula eurystyla","0.38888888888888884","0.38888888888888884","[none]","[tipula (eremotipula) eurystyla]","[none]","[tipula (eremotipula) eurystyla]","0.06666666666666665","0.06666666666666665","none","tipula (eremotipula) eurystyla","none","tipula (eremotipula) eurystyla","0.0","0.0","diptera","diptera","diptera","diptera","1.0","1.0","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","tipulidae","tipulidae","tipulidae","tipulidae","1.0","1.0","[tipulidae]","[tipulidae]","[tipulidae]","[tipulidae]","1.0","1.0"
"WekaMatchingRule","BIO31647","http://www.wikidata.org/entity/q2112322","0.0",,"paruroctonus shulovi","pardosa ghourbanda","paruroctonus shulovi","pardosa ghourbanda","0.0","0.0","paruroctonus shulovi","pardosa ghourbanda","paruroctonus shulovi","pardosa ghourbanda","0.19999999999999996","0.19999999999999996","[none]","[pardosa ghourbanda]","[none]","[pardosa ghourbanda]","0.11111111111111116","0.11111111111111116","none","pardosa ghourbanda","none","pardosa ghourbanda","0.0","0.0","scorpiones","araneae xiphosura xiphosurida","scorpiones","araneae xiphosura xiphosurida","0.0","0.0","[scorpiones]","[araneae, xiphosura, xiphosurida]","[scorpiones]","[araneae, xiphosura, xiphosurida]","0.19999999999999996","0.19999999999999996","vaejovidae","lycosidae","vaejovidae","lycosidae","0.0","0.0","[vaejovidae]","[lycosidae]","[vaejovidae]","[lycosidae]","0.5","0.5"
"WekaMatchingRule","BIO37623","http://www.wikidata.org/entity/q2185620","0.0",,"rhyacophila carpenteri","rhyacophila brevifurcata","rhyacophila carpenteri","rhyacophila brevifurcata","0.3333333333333333","0.3333333333333333","rhyacophila carpenteri","rhyacophila brevifurcata","rhyacophila carpenteri","rhyacophila brevifurcata","0.5416666666666667","0.5416666666666667","[none]","[rhyacophila brevifurcata]","[none]","[rhyacophila brevifurcata]","0.08333333333333337","0.08333333333333337","none","rhyacophila brevifurcata","none","rhyacophila brevifurcata","0.0","0.0","trichoptera","trichoptera","trichoptera","trichoptera","1.0","1.0","[trichoptera]","[trichoptera]","[trichoptera]","[trichoptera]","1.0","1.0","rhyacophilidae","rhyacophilidae","rhyacophilidae","rhyacophilidae","1.0","1.0","[rhyacophilidae]","[rhyacophilidae]","[rhyacophilidae]","[rhyacophilidae]","1.0","1.0"
"WekaMatchingRule","BIO41567","http://www.wikidata.org/entity/q1091330","0.0",,"stelgidopteryx ruficollis","sterrhoptilus capitalis","stelgidopteryx ruficollis","sterrhoptilus capitalis","0.0","0.0","stelgidopteryx ruficollis","sterrhoptilus capitalis","stelgidopteryx ruficollis","sterrhoptilus capitalis","0.43999999999999995","0.43999999999999995","[southern rough winged swallow]","[rusty crowned babbler]","[southern rough winged swallow]","[rusty crowned babbler]","0.31034482758620685","0.31034482758620685","southern rough winged swallow","rusty crowned babbler","southern rough winged swallow","rusty crowned babbler","0.0","0.0","passeriformes","saurischia passeriformes avetheropoda dinosaur","passeriformes","saurischia passeriformes avetheropoda dinosaur","0.25","0.25","[passeriformes]","[saurischia, passeriformes, avetheropoda, dinosaur]","[passeriformes]","[saurischia, passeriformes, avetheropoda, dinosaur]","1.0","1.0","hirundinidae","zosteropidae","hirundinidae","zosteropidae","0.0","0.0","[hirundinidae]","[zosteropidae]","[hirundinidae]","[zosteropidae]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO31646","http://www.wikidata.org/entity/q1761351","0.0",,"paruroctonus luteolus","pardosa lapponica","paruroctonus luteolus","pardosa lapponica","0.0","0.0","paruroctonus luteolus","pardosa lapponica","paruroctonus luteolus","pardosa lapponica","0.2857142857142857","0.2857142857142857","[none]","[pardosa lapponica]","[none]","[pardosa lapponica]","0.11764705882352944","0.11764705882352944","none","pardosa lapponica","none","pardosa lapponica","0.0","0.0","scorpiones","xiphosura araneae xiphosurida","scorpiones","xiphosura araneae xiphosurida","0.0","0.0","[scorpiones]","[xiphosura, araneae, xiphosurida]","[scorpiones]","[xiphosura, araneae, xiphosurida]","0.19999999999999996","0.19999999999999996","vaejovidae","lycosidae","vaejovidae","lycosidae","0.0","0.0","[vaejovidae]","[lycosidae]","[vaejovidae]","[lycosidae]","0.5","0.5"
"WekaMatchingRule","BIO26681","http://www.wikidata.org/entity/q2152053","0.0",,"megarthrus pictus","megapenthes jocosus","megarthrus pictus","megapenthes jocosus","0.0","0.0","megarthrus pictus","megapenthes jocosus","megarthrus pictus","megapenthes jocosus","0.5263157894736843","0.5263157894736843","[none]","[megapenthes jocosus]","[none]","[megapenthes jocosus]","0.10526315789473684","0.10526315789473684","none","megapenthes jocosus","none","megapenthes jocosus","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","staphylinidae","elateridae","staphylinidae","elateridae","0.0","0.0","[staphylinidae]","[elateridae]","[staphylinidae]","[elateridae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO39704","http://www.wikidata.org/entity/q796672","0.92","1","seiurus aurocapillus","seiurus aurocapilla","seiurus aurocapillus","seiurus aurocapilla","0.3333333333333333","0.3333333333333333","seiurus aurocapillus","seiurus aurocapilla","seiurus aurocapillus","seiurus aurocapilla","0.9","0.9","[common oven bird, ovenbird]","[ovenbird]","[common oven bird, ovenbird]","[ovenbird]","1.0","1.0","common oven bird ovenbird","ovenbird","common oven bird ovenbird","ovenbird","0.25","0.25","passeriformes","dinosaur passeriformes saurischia avetheropoda","passeriformes","dinosaur passeriformes saurischia avetheropoda","0.25","0.25","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","1.0","1.0","parulidae","parulidae","parulidae","parulidae","1.0","1.0","[parulidae]","[parulidae]","[parulidae]","[parulidae]","1.0","1.0"
"WekaMatchingRule","BIO32851","http://www.wikidata.org/entity/q25432","0.0",,"phaethon lepturus","phasianus colchicus","phaethon lepturus","phasianus colchicus","0.0","0.0","phaethon lepturus","phasianus colchicus","phaethon lepturus","phasianus colchicus","0.3157894736842105","0.3157894736842105","[koa e kea, white tailed tropicbird]","[common pheasant, pheasant]","[koa e kea, white tailed tropicbird]","[common pheasant, pheasant]","0.2666666666666667","0.2666666666666667","koa e kea white tailed tropicbird","common pheasant pheasant","koa e kea white tailed tropicbird","common pheasant pheasant","0.0","0.0","phaethontiformes","saurischia galliformes dinosaur avetheropoda","phaethontiformes","saurischia galliformes dinosaur avetheropoda","0.0","0.0","[phaethontiformes]","[saurischia, galliformes, dinosaur, avetheropoda]","[phaethontiformes]","[saurischia, galliformes, dinosaur, avetheropoda]","0.5","0.5","phaethontidae","phasianidae","phaethontidae","phasianidae","0.0","0.0","[phaethontidae]","[phasianidae]","[phaethontidae]","[phasianidae]","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","BIO13230","http://www.wikidata.org/entity/q1191896",,"0","deparia thelypterioides","deprea orinocensis","deparia thelypterioides","deprea orinocensis","0.0","0.0","deparia thelypterioides","deprea orinocensis","deparia thelypterioides","deprea orinocensis","0.3913043478260869","0.3913043478260869","[none]","[deprea orinocensis]","[none]","[deprea orinocensis]","0.16666666666666663","0.16666666666666663","none","deprea orinocensis","none","deprea orinocensis","0.0","0.0","polypodiales","solanales","polypodiales","solanales","0.0","0.0","[polypodiales]","[solanales]","[polypodiales]","[solanales]","0.5","0.5","woodsiaceae","solanaceae","woodsiaceae","solanaceae","0.0","0.0","[woodsiaceae]","[solanaceae]","[woodsiaceae]","[solanaceae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO18816","http://www.wikidata.org/entity/q538063",,"0","gilia achilleifolia ssp. achilleifolia","gila conspersa","gilia achilleifolia ssp. achilleifolia","gila conspersa","0.0","0.0","gilia achilleifolia ssp. achilleifolia","gila conspersa","gilia achilleifolia ssp. achilleifolia","gila conspersa","0.2894736842105263","0.2894736842105263","[california gilia]","[gila conspersa]","[california gilia]","[gila conspersa]","0.1875","0.1875","california gilia","gila conspersa","california gilia","gila conspersa","0.0","0.0","ericales","cypriniformes","ericales","cypriniformes","0.0","0.0","[ericales]","[cypriniformes]","[ericales]","[cypriniformes]","0.3076923076923077","0.3076923076923077","polemoniaceae","leuciscidae cyprinidae","polemoniaceae","leuciscidae cyprinidae","0.0","0.0","[polemoniaceae]","[leuciscidae, cyprinidae]","[polemoniaceae]","[leuciscidae, cyprinidae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO01337","http://www.wikidata.org/entity/q751336","0.0",,"allotropa virgata","allium narcissiflorum","allotropa virgata","allium narcissiflorum","0.0","0.0","allotropa virgata","allium narcissiflorum","allotropa virgata","allium narcissiflorum","0.23809523809523814","0.23809523809523814","[barber pole, candystick, sugarstick, suagr stick, barberpole, barber s pole, sugar stick]","[allium narcissiflorum]","[barber pole, candystick, sugarstick, suagr stick, barberpole, barber s pole, sugar stick]","[allium narcissiflorum]","0.23809523809523814","0.23809523809523814","barber pole candystick sugarstick suagr stick barberpole barber s pole sugar stick","allium narcissiflorum","barber pole candystick sugarstick suagr stick barberpole barber s pole sugar stick","allium narcissiflorum","0.0","0.0","ericales","amaryllidales iridales asparagales","ericales","amaryllidales iridales asparagales","0.0","0.0","[ericales]","[amaryllidales, iridales, asparagales]","[ericales]","[amaryllidales, iridales, asparagales]","0.75","0.75","ericaceae","alliaceae amaryllidaceae","ericaceae","alliaceae amaryllidaceae","0.0","0.0","[ericaceae]","[alliaceae, amaryllidaceae]","[ericaceae]","[alliaceae, amaryllidaceae]","0.5555555555555556","0.5555555555555556"
